motorId,samples
5f4294d200023100000000b3,"[{""time"": 0.019, ""thrust"": 194.885}, {""time"": 0.131, ""thrust"": 190.481}, {""time"": 0.255, ""thrust"": 191.582}, {""time"": 0.513, ""thrust"": 199.289}, {""time"": 0.641, ""thrust"": 204.794}, {""time"": 0.753, ""thrust"": 206.996}, {""time"": 0.88, ""thrust"": 209.199}, {""time"": 1.0, ""thrust"": 208.098}, {""time"": 1.051, ""thrust"": 208.098}, {""time"": 1.147, ""thrust"": 206.996}, {""time"": 1.24, ""thrust"": 201.491}, {""time"": 1.391, ""thrust"": 198.188}, {""time"": 1.537, ""thrust"": 190.481}, {""time"": 1.707, ""thrust"": 181.672}, {""time"": 1.746, ""thrust"": 178.369}, {""time"": 1.781, ""thrust"": 173.96}, {""time"": 1.808, ""thrust"": 168.46}, {""time"": 1.854, ""thrust"": 132.12}, {""time"": 1.939, ""thrust"": 53.951}, {""time"": 2.005, ""thrust"": 22.02}, {""time"": 2.059, ""thrust"": 9.909}, {""time"": 2.13, ""thrust"": 0.0}]"
5f4294d200023100000000b4,"[{""time"": 0.05, ""thrust"": 258.67}, {""time"": 0.152, ""thrust"": 353.638}, {""time"": 0.254, ""thrust"": 300.655}, {""time"": 0.356, ""thrust"": 265.354}, {""time"": 0.458, ""thrust"": 266.338}, {""time"": 0.56, ""thrust"": 283.233}, {""time"": 0.662, ""thrust"": 332.442}, {""time"": 0.765, ""thrust"": 283.04}, {""time"": 0.867, ""thrust"": 230.795}, {""time"": 0.969, ""thrust"": 222.867}, {""time"": 1.071, ""thrust"": 217.091}, {""time"": 1.173, ""thrust"": 210.6}, {""time"": 1.275, ""thrust"": 202.722}, {""time"": 1.377, ""thrust"": 192.671}, {""time"": 1.479, ""thrust"": 182.571}, {""time"": 1.581, ""thrust"": 171.964}, {""time"": 1.683, ""thrust"": 162.238}, {""time"": 1.785, ""thrust"": 148.138}, {""time"": 1.888, ""thrust"": 130.259}, {""time"": 1.99, ""thrust"": 107.022}, {""time"": 2.092, ""thrust"": 80.23}, {""time"": 2.194, ""thrust"": 51.074}, {""time"": 2.296, ""thrust"": 26.313}, {""time"": 2.398, ""thrust"": 10.397}, {""time"": 2.5, ""thrust"": 3.977}, {""time"": 2.602, ""thrust"": 0.0}]"
5f4294d200023100000000b5,"[{""time"": 0.033, ""thrust"": 303.951}, {""time"": 0.103, ""thrust"": 273.452}, {""time"": 0.174, ""thrust"": 276.061}, {""time"": 0.245, ""thrust"": 271.625}, {""time"": 0.316, ""thrust"": 268.233}, {""time"": 0.386, ""thrust"": 258.449}, {""time"": 0.457, ""thrust"": 252.48}, {""time"": 0.528, ""thrust"": 246.642}, {""time"": 0.599, ""thrust"": 242.304}, {""time"": 0.67, ""thrust"": 237.737}, {""time"": 0.741, ""thrust"": 234.769}, {""time"": 0.811, ""thrust"": 233.171}, {""time"": 0.882, ""thrust"": 230.66}, {""time"": 0.953, ""thrust"": 224.985}, {""time"": 1.024, ""thrust"": 221.658}, {""time"": 1.095, ""thrust"": 214.548}, {""time"": 1.166, ""thrust"": 177.365}, {""time"": 1.236, ""thrust"": 154.208}, {""time"": 1.307, ""thrust"": 119.146}, {""time"": 1.378, ""thrust"": 91.586}, {""time"": 1.449, ""thrust"": 65.33}, {""time"": 1.52, ""thrust"": 32.877}, {""time"": 1.591, ""thrust"": 28.702}, {""time"": 1.661, ""thrust"": 22.211}, {""time"": 1.732, ""thrust"": 15.558}, {""time"": 1.803, ""thrust"": 0.0}]"
5f4294d200023100000000b6,"[{""time"": 0.05, ""thrust"": 312.0}, {""time"": 0.1, ""thrust"": 347.0}, {""time"": 0.5, ""thrust"": 312.0}, {""time"": 1.0, ""thrust"": 258.0}, {""time"": 1.35, ""thrust"": 223.0}, {""time"": 1.6, ""thrust"": 125.0}, {""time"": 1.75, ""thrust"": 80.0}, {""time"": 2.0, ""thrust"": 45.0}, {""time"": 2.25, ""thrust"": 22.0}, {""time"": 2.75, ""thrust"": 0.0}]"
5f4294d200023100000000b7,"[{""time"": 0.1, ""thrust"": 181.5}, {""time"": 0.13, ""thrust"": 213.3}, {""time"": 0.2, ""thrust"": 210.1}, {""time"": 0.4, ""thrust"": 226.61}, {""time"": 0.6, ""thrust"": 235.8}, {""time"": 0.8, ""thrust"": 234.0}, {""time"": 1.0, ""thrust"": 232.8}, {""time"": 1.2, ""thrust"": 227.7}, {""time"": 1.4, ""thrust"": 216.8}, {""time"": 1.6, ""thrust"": 197.21}, {""time"": 1.74, ""thrust"": 183.13}, {""time"": 1.8, ""thrust"": 87.3}, {""time"": 1.88, ""thrust"": 0.0}]"
5f4294d200023100000000b8,"[{""time"": 0.0, ""thrust"": 468.96}, {""time"": 0.464206, ""thrust"": 386.202}, {""time"": 0.497763, ""thrust"": 206.894}, {""time"": 2.25391, ""thrust"": 110.343}, {""time"": 2.34899, ""thrust"": 41.3788}, {""time"": 2.40492, ""thrust"": 13.7929}, {""time"": 2.72, ""thrust"": 0.0}]"
5f4294d200023100000000b9,"[{""time"": 0.044, ""thrust"": 257.326}, {""time"": 0.134, ""thrust"": 295.533}, {""time"": 0.226, ""thrust"": 296.087}, {""time"": 0.318, ""thrust"": 298.204}, {""time"": 0.408, ""thrust"": 295.082}, {""time"": 0.499, ""thrust"": 287.669}, {""time"": 0.591, ""thrust"": 282.578}, {""time"": 0.682, ""thrust"": 272.875}, {""time"": 0.773, ""thrust"": 266.997}, {""time"": 0.864, ""thrust"": 257.602}, {""time"": 0.955, ""thrust"": 250.495}, {""time"": 1.047, ""thrust"": 238.574}, {""time"": 1.138, ""thrust"": 228.571}, {""time"": 1.228, ""thrust"": 215.135}, {""time"": 1.32, ""thrust"": 198.047}, {""time"": 1.411, ""thrust"": 180.631}, {""time"": 1.502, ""thrust"": 161.261}, {""time"": 1.593, ""thrust"": 146.708}, {""time"": 1.684, ""thrust"": 134.484}, {""time"": 1.776, ""thrust"": 101.241}, {""time"": 1.867, ""thrust"": 52.688}, {""time"": 1.957, ""thrust"": 35.461}, {""time"": 2.049, ""thrust"": 24.321}, {""time"": 2.141, ""thrust"": 11.165}, {""time"": 2.232, ""thrust"": 4.587}, {""time"": 2.324, ""thrust"": 0.0}]"
5f4294d200023100000000ba,"[{""time"": 0.04, ""thrust"": 189.66}, {""time"": 0.2, ""thrust"": 207.11}, {""time"": 0.4, ""thrust"": 222.41}, {""time"": 0.6, ""thrust"": 236.62}, {""time"": 0.8, ""thrust"": 249.6}, {""time"": 0.95, ""thrust"": 255.15}, {""time"": 1.01, ""thrust"": 250.22}, {""time"": 1.21, ""thrust"": 233.54}, {""time"": 1.4, ""thrust"": 208.99}, {""time"": 1.55, ""thrust"": 183.99}, {""time"": 1.6, ""thrust"": 168.08}, {""time"": 1.63, ""thrust"": 134.62}, {""time"": 1.69, ""thrust"": 25.86}, {""time"": 1.71, ""thrust"": 0.0}]"
5f4294d200023100000000bb,"[{""time"": 0.027, ""thrust"": 136.078}, {""time"": 0.088, ""thrust"": 275.03}, {""time"": 0.148, ""thrust"": 280.998}, {""time"": 0.208, ""thrust"": 284.371}, {""time"": 0.268, ""thrust"": 284.037}, {""time"": 0.327, ""thrust"": 279.311}, {""time"": 0.388, ""thrust"": 277.791}, {""time"": 0.448, ""thrust"": 276.309}, {""time"": 0.509, ""thrust"": 269.384}, {""time"": 0.57, ""thrust"": 266.041}, {""time"": 0.63, ""thrust"": 261.907}, {""time"": 0.69, ""thrust"": 256.366}, {""time"": 0.75, ""thrust"": 250.565}, {""time"": 0.81, ""thrust"": 242.206}, {""time"": 0.87, ""thrust"": 234.607}, {""time"": 0.93, ""thrust"": 225.488}, {""time"": 0.991, ""thrust"": 216.166}, {""time"": 1.053, ""thrust"": 205.415}, {""time"": 1.112, ""thrust"": 193.238}, {""time"": 1.173, ""thrust"": 177.206}, {""time"": 1.233, ""thrust"": 161.304}, {""time"": 1.292, ""thrust"": 139.118}, {""time"": 1.353, ""thrust"": 96.082}, {""time"": 1.413, ""thrust"": 38.848}, {""time"": 1.474, ""thrust"": 5.978}, {""time"": 1.535, ""thrust"": 0.0}]"
5f4294d200023100000000bc,"[{""time"": 0.0, ""thrust"": 482.753}, {""time"": 0.503356, ""thrust"": 358.616}, {""time"": 0.519016, ""thrust"": 179.308}, {""time"": 1.49217, ""thrust"": 103.447}, {""time"": 1.53691, ""thrust"": 27.5859}, {""time"": 1.74, ""thrust"": 0.0}]"
5f4294d200023100000000bd,"[{""time"": 0.037, ""thrust"": 394.146}, {""time"": 0.065, ""thrust"": 439.192}, {""time"": 0.12, ""thrust"": 450.547}, {""time"": 0.24, ""thrust"": 436.734}, {""time"": 0.5, ""thrust"": 411.158}, {""time"": 0.66, ""thrust"": 392.487}, {""time"": 1.0, ""thrust"": 338.349}, {""time"": 1.348, ""thrust"": 292.639}, {""time"": 1.432, ""thrust"": 259.337}, {""time"": 1.5, ""thrust"": 193.668}, {""time"": 1.67, ""thrust"": 117.056}, {""time"": 2.0, ""thrust"": 57.357}, {""time"": 2.3, ""thrust"": 22.358}, {""time"": 2.4, ""thrust"": 0.0}]"
5f4294d200023100000000be,"[{""time"": 0.012, ""thrust"": 309.686}, {""time"": 0.037, ""thrust"": 343.47}, {""time"": 0.106, ""thrust"": 351.916}, {""time"": 0.244, ""thrust"": 354.732}, {""time"": 0.497, ""thrust"": 337.84}, {""time"": 0.749, ""thrust"": 320.948}, {""time"": 0.998, ""thrust"": 298.425}, {""time"": 1.254, ""thrust"": 273.087}, {""time"": 1.433, ""thrust"": 239.303}, {""time"": 1.502, ""thrust"": 194.258}, {""time"": 1.755, ""thrust"": 101.352}, {""time"": 1.999, ""thrust"": 53.491}, {""time"": 2.211, ""thrust"": 11.261}, {""time"": 2.37, ""thrust"": 0.0}]"
5f4294d200023100000000bf,"[{""time"": 0.058, ""thrust"": 292.627}, {""time"": 0.178, ""thrust"": 317.66}, {""time"": 0.298, ""thrust"": 309.874}, {""time"": 0.418, ""thrust"": 305.243}, {""time"": 0.537, ""thrust"": 299.679}, {""time"": 0.657, ""thrust"": 298.17}, {""time"": 0.777, ""thrust"": 294.591}, {""time"": 0.897, ""thrust"": 293.8}, {""time"": 1.018, ""thrust"": 289.736}, {""time"": 1.138, ""thrust"": 288.222}, {""time"": 1.257, ""thrust"": 284.614}, {""time"": 1.377, ""thrust"": 281.149}, {""time"": 1.497, ""thrust"": 274.879}, {""time"": 1.617, ""thrust"": 269.775}, {""time"": 1.736, ""thrust"": 258.925}, {""time"": 1.856, ""thrust"": 242.249}, {""time"": 1.976, ""thrust"": 207.607}, {""time"": 2.097, ""thrust"": 136.698}, {""time"": 2.217, ""thrust"": 86.506}, {""time"": 2.336, ""thrust"": 74.324}, {""time"": 2.456, ""thrust"": 51.246}, {""time"": 2.576, ""thrust"": 45.546}, {""time"": 2.696, ""thrust"": 27.05}, {""time"": 2.816, ""thrust"": 6.382}, {""time"": 2.936, ""thrust"": 1.423}, {""time"": 3.057, ""thrust"": 0.0}]"
5f4294d200023100000000c0,"[{""time"": 0.043, ""thrust"": 265.317}, {""time"": 0.131, ""thrust"": 320.903}, {""time"": 0.221, ""thrust"": 314.148}, {""time"": 0.31, ""thrust"": 312.413}, {""time"": 0.399, ""thrust"": 313.564}, {""time"": 0.488, ""thrust"": 314.335}, {""time"": 0.577, ""thrust"": 321.117}, {""time"": 0.667, ""thrust"": 325.923}, {""time"": 0.755, ""thrust"": 327.04}, {""time"": 0.844, ""thrust"": 326.831}, {""time"": 0.933, ""thrust"": 324.348}, {""time"": 1.023, ""thrust"": 321.063}, {""time"": 1.111, ""thrust"": 317.446}, {""time"": 1.2, ""thrust"": 308.301}, {""time"": 1.29, ""thrust"": 300.612}, {""time"": 1.379, ""thrust"": 293.536}, {""time"": 1.468, ""thrust"": 283.358}, {""time"": 1.556, ""thrust"": 273.832}, {""time"": 1.646, ""thrust"": 259.708}, {""time"": 1.735, ""thrust"": 190.662}, {""time"": 1.824, ""thrust"": 124.13}, {""time"": 1.912, ""thrust"": 60.875}, {""time"": 2.002, ""thrust"": 26.967}, {""time"": 2.092, ""thrust"": 7.636}, {""time"": 2.181, ""thrust"": 2.296}, {""time"": 2.271, ""thrust"": 0.0}]"
5f4294d200023100000000c2,"[{""time"": 0.03, ""thrust"": 339.01}, {""time"": 0.041, ""thrust"": 425.115}, {""time"": 0.12, ""thrust"": 413.854}, {""time"": 0.216, ""thrust"": 394.146}, {""time"": 0.354, ""thrust"": 391.331}, {""time"": 0.497, ""thrust"": 368.808}, {""time"": 0.749, ""thrust"": 346.286}, {""time"": 1.002, ""thrust"": 306.871}, {""time"": 1.36, ""thrust"": 264.641}, {""time"": 1.454, ""thrust"": 228.042}, {""time"": 1.502, ""thrust"": 180.181}, {""time"": 1.686, ""thrust"": 109.798}, {""time"": 2.003, ""thrust"": 50.676}, {""time"": 2.2, ""thrust"": 27.483}, {""time"": 2.3, ""thrust"": 0.0}]"
5f4294d200023100000000c3,"[{""time"": 0.011, ""thrust"": 119.53}, {""time"": 0.035, ""thrust"": 213.907}, {""time"": 0.05, ""thrust"": 245.903}, {""time"": 0.074, ""thrust"": 262.705}, {""time"": 0.115, ""thrust"": 269.446}, {""time"": 0.225, ""thrust"": 267.736}, {""time"": 0.346, ""thrust"": 282.929}, {""time"": 0.465, ""thrust"": 296.411}, {""time"": 0.584, ""thrust"": 303.152}, {""time"": 0.727, ""thrust"": 311.504}, {""time"": 0.916, ""thrust"": 318.245}, {""time"": 1.054, ""thrust"": 324.986}, {""time"": 1.162, ""thrust"": 331.4}, {""time"": 1.201, ""thrust"": 326.696}, {""time"": 1.225, ""thrust"": 313.214}, {""time"": 1.242, ""thrust"": 286.249}, {""time"": 1.268, ""thrust"": 240.99}, {""time"": 1.294, ""thrust"": 188.888}, {""time"": 1.323, ""thrust"": 136.833}, {""time"": 1.346, ""thrust"": 87.565}, {""time"": 1.368, ""thrust"": 45.467}, {""time"": 1.392, ""thrust"": 18.523}, {""time"": 1.43, ""thrust"": 0.0}]"
5f4294d200023100000000c4,"[{""time"": 0.009, ""thrust"": 253.24}, {""time"": 0.055, ""thrust"": 255.442}, {""time"": 0.219, ""thrust"": 277.463}, {""time"": 0.482, ""thrust"": 301.686}, {""time"": 0.67, ""thrust"": 323.707}, {""time"": 0.735, ""thrust"": 330.314}, {""time"": 0.797, ""thrust"": 323.707}, {""time"": 1.001, ""thrust"": 297.282}, {""time"": 1.162, ""thrust"": 266.453}, {""time"": 1.205, ""thrust"": 259.847}, {""time"": 1.236, ""thrust"": 237.826}, {""time"": 1.363, ""thrust"": 50.6481}, {""time"": 1.428, ""thrust"": 26.4251}, {""time"": 1.5, ""thrust"": 0.0}]"
5f4294d200023100000000c5,"[{""time"": 0.041, ""thrust"": 422.031}, {""time"": 0.125, ""thrust"": 448.597}, {""time"": 0.21, ""thrust"": 459.029}, {""time"": 0.295, ""thrust"": 451.94}, {""time"": 0.379, ""thrust"": 439.556}, {""time"": 0.465, ""thrust"": 427.37}, {""time"": 0.549, ""thrust"": 407.558}, {""time"": 0.633, ""thrust"": 399.734}, {""time"": 0.719, ""thrust"": 380.049}, {""time"": 0.803, ""thrust"": 368.042}, {""time"": 0.887, ""thrust"": 352.02}, {""time"": 0.973, ""thrust"": 342.102}, {""time"": 1.057, ""thrust"": 325.767}, {""time"": 1.142, ""thrust"": 306.936}, {""time"": 1.227, ""thrust"": 292.029}, {""time"": 1.311, ""thrust"": 267.283}, {""time"": 1.396, ""thrust"": 251.784}, {""time"": 1.481, ""thrust"": 227.534}, {""time"": 1.566, ""thrust"": 210.504}, {""time"": 1.65, ""thrust"": 168.299}, {""time"": 1.735, ""thrust"": 110.789}, {""time"": 1.82, ""thrust"": 71.036}, {""time"": 1.904, ""thrust"": 32.505}, {""time"": 1.99, ""thrust"": 17.537}, {""time"": 2.075, ""thrust"": 7.317}, {""time"": 2.16, ""thrust"": 0.0}]"
5f4294d200023100000000c6,"[{""time"": 0.1, ""thrust"": 350.6}, {""time"": 0.15, ""thrust"": 318.73}, {""time"": 0.2, ""thrust"": 312.3}, {""time"": 0.4, ""thrust"": 322.37}, {""time"": 0.6, ""thrust"": 330.57}, {""time"": 0.8, ""thrust"": 329.4}, {""time"": 1.0, ""thrust"": 319.64}, {""time"": 1.2, ""thrust"": 294.14}, {""time"": 1.4, ""thrust"": 271.9}, {""time"": 1.6, ""thrust"": 239.9}, {""time"": 1.66, ""thrust"": 178.1}, {""time"": 1.8, ""thrust"": 44.8}, {""time"": 1.91, ""thrust"": 0.0}]"
5f4294d200023100000000c7,"[{""time"": 0.027, ""thrust"": 171.405}, {""time"": 0.088, ""thrust"": 325.573}, {""time"": 0.148, ""thrust"": 341.697}, {""time"": 0.208, ""thrust"": 358.916}, {""time"": 0.268, ""thrust"": 373.706}, {""time"": 0.327, ""thrust"": 373.966}, {""time"": 0.388, ""thrust"": 368.442}, {""time"": 0.448, ""thrust"": 367.497}, {""time"": 0.507, ""thrust"": 361.9}, {""time"": 0.568, ""thrust"": 351.928}, {""time"": 0.628, ""thrust"": 346.109}, {""time"": 0.687, ""thrust"": 340.993}, {""time"": 0.749, ""thrust"": 329.382}, {""time"": 0.81, ""thrust"": 321.625}, {""time"": 0.87, ""thrust"": 310.856}, {""time"": 0.93, ""thrust"": 295.955}, {""time"": 0.99, ""thrust"": 283.704}, {""time"": 1.05, ""thrust"": 269.655}, {""time"": 1.11, ""thrust"": 253.419}, {""time"": 1.17, ""thrust"": 240.222}, {""time"": 1.23, ""thrust"": 224.116}, {""time"": 1.29, ""thrust"": 204.118}, {""time"": 1.35, ""thrust"": 118.73}, {""time"": 1.41, ""thrust"": 23.483}, {""time"": 1.471, ""thrust"": 2.046}, {""time"": 1.532, ""thrust"": 0.0}]"
5f4294d200023100000000c8,"[{""time"": 0.013, ""thrust"": 61.575}, {""time"": 0.032, ""thrust"": 119.327}, {""time"": 0.055, ""thrust"": 164.575}, {""time"": 0.076, ""thrust"": 191.004}, {""time"": 0.094, ""thrust"": 201.014}, {""time"": 0.139, ""thrust"": 212.326}, {""time"": 0.232, ""thrust"": 231.247}, {""time"": 0.357, ""thrust"": 258.876}, {""time"": 0.456, ""thrust"": 267.686}, {""time"": 0.592, ""thrust"": 278.998}, {""time"": 0.716, ""thrust"": 289.358}, {""time"": 0.841, ""thrust"": 291.2}, {""time"": 0.936, ""thrust"": 290.31}, {""time"": 1.051, ""thrust"": 285.204}, {""time"": 1.139, ""thrust"": 277.696}, {""time"": 1.204, ""thrust"": 280.199}, {""time"": 1.243, ""thrust"": 278.998}, {""time"": 1.265, ""thrust"": 268.887}, {""time"": 1.286, ""thrust"": 242.559}, {""time"": 1.319, ""thrust"": 187.2}, {""time"": 1.359, ""thrust"": 134.443}, {""time"": 1.387, ""thrust"": 86.702}, {""time"": 1.407, ""thrust"": 52.776}, {""time"": 1.428, ""thrust"": 31.413}, {""time"": 1.448, ""thrust"": 16.337}, {""time"": 1.465, ""thrust"": 5.026}, {""time"": 1.48, ""thrust"": 0.0}]"
5f4294d200023100000000c9,"[{""time"": 0.05, ""thrust"": 275.86}, {""time"": 0.2, ""thrust"": 292.53}, {""time"": 0.41, ""thrust"": 309.2}, {""time"": 0.61, ""thrust"": 327.53}, {""time"": 0.8, ""thrust"": 341.7}, {""time"": 0.9, ""thrust"": 344.2}, {""time"": 1.01, ""thrust"": 331.7}, {""time"": 1.2, ""thrust"": 311.7}, {""time"": 1.4, ""thrust"": 280.03}, {""time"": 1.53, ""thrust"": 245.02}, {""time"": 1.58, ""thrust"": 176.62}, {""time"": 1.6, ""thrust"": 141.76}, {""time"": 1.64, ""thrust"": 68.99}, {""time"": 1.7, ""thrust"": 17.48}, {""time"": 1.7, ""thrust"": 0.0}]"
5f4294d200023100000000ca,"[{""time"": 0.0, ""thrust"": 521.516}, {""time"": 0.0847458, ""thrust"": 337.451}, {""time"": 0.138983, ""thrust"": 357.903}, {""time"": 0.19661, ""thrust"": 398.806}, {""time"": 0.308475, ""thrust"": 490.838}, {""time"": 0.40339, ""thrust"": 449.935}, {""time"": 0.589831, ""thrust"": 357.903}, {""time"": 0.762712, ""thrust"": 419.258}, {""time"": 0.932203, ""thrust"": 265.871}, {""time"": 1.08814, ""thrust"": 163.613}, {""time"": 1.24068, ""thrust"": 81.8064}, {""time"": 1.5, ""thrust"": 0.0}]"
5f4294d200023100000000cb,"[{""time"": 0.0, ""thrust"": 473.17}, {""time"": 0.1, ""thrust"": 395.68}, {""time"": 0.2, ""thrust"": 375.31}, {""time"": 0.3, ""thrust"": 367.14}, {""time"": 0.4, ""thrust"": 358.97}, {""time"": 0.5, ""thrust"": 346.72}, {""time"": 0.6, ""thrust"": 338.56}, {""time"": 0.7, ""thrust"": 318.19}, {""time"": 0.8, ""thrust"": 305.94}, {""time"": 0.9, ""thrust"": 295.35}, {""time"": 1.07, ""thrust"": 269.23}, {""time"": 1.1, ""thrust"": 258.01}, {""time"": 1.2, ""thrust"": 246.79}, {""time"": 1.3, ""thrust"": 179.49}, {""time"": 1.4, ""thrust"": 48.95}, {""time"": 1.5, ""thrust"": 13.91}, {""time"": 1.6, ""thrust"": 0.0}]"
5f4294d200023100000000cc,"[{""time"": 0.00223714, ""thrust"": 551.717}, {""time"": 0.199105, ""thrust"": 717.233}, {""time"": 0.210291, ""thrust"": 386.202}, {""time"": 0.756152, ""thrust"": 620.682}, {""time"": 0.834452, ""thrust"": 455.167}, {""time"": 0.941834, ""thrust"": 310.341}, {""time"": 1.09172, ""thrust"": 199.998}, {""time"": 1.22371, ""thrust"": 117.24}, {""time"": 1.85, ""thrust"": 0.0}]"
5f4294d200023100000000cd,"[{""time"": 0.042, ""thrust"": 465.886}, {""time"": 0.128, ""thrust"": 450.815}, {""time"": 0.216, ""thrust"": 438.421}, {""time"": 0.303, ""thrust"": 443.241}, {""time"": 0.391, ""thrust"": 433.808}, {""time"": 0.478, ""thrust"": 415.992}, {""time"": 0.566, ""thrust"": 406.746}, {""time"": 0.653, ""thrust"": 380.383}, {""time"": 0.741, ""thrust"": 385.17}, {""time"": 0.828, ""thrust"": 372.458}, {""time"": 0.916, ""thrust"": 358.282}, {""time"": 1.003, ""thrust"": 348.621}, {""time"": 1.091, ""thrust"": 337.887}, {""time"": 1.178, ""thrust"": 333.898}, {""time"": 1.266, ""thrust"": 303.469}, {""time"": 1.353, ""thrust"": 301.589}, {""time"": 1.441, ""thrust"": 268.788}, {""time"": 1.528, ""thrust"": 222.719}, {""time"": 1.616, ""thrust"": 155.314}, {""time"": 1.703, ""thrust"": 112.163}, {""time"": 1.791, ""thrust"": 80.51}, {""time"": 1.878, ""thrust"": 58.562}, {""time"": 1.966, ""thrust"": 41.774}, {""time"": 2.053, ""thrust"": 30.243}, {""time"": 2.141, ""thrust"": 21.27}, {""time"": 2.228, ""thrust"": 0.0}]"
5f4294d200023100000000ce,"[{""time"": 0.045, ""thrust"": 334.66}, {""time"": 0.136, ""thrust"": 314.409}, {""time"": 0.228, ""thrust"": 322.556}, {""time"": 0.32, ""thrust"": 326.871}, {""time"": 0.411, ""thrust"": 331.851}, {""time"": 0.503, ""thrust"": 335.911}, {""time"": 0.595, ""thrust"": 336.933}, {""time"": 0.686, ""thrust"": 340.151}, {""time"": 0.778, ""thrust"": 342.066}, {""time"": 0.87, ""thrust"": 344.722}, {""time"": 0.961, ""thrust"": 348.578}, {""time"": 1.053, ""thrust"": 349.548}, {""time"": 1.146, ""thrust"": 351.943}, {""time"": 1.239, ""thrust"": 347.939}, {""time"": 1.33, ""thrust"": 345.079}, {""time"": 1.422, ""thrust"": 337.035}, {""time"": 1.514, ""thrust"": 333.332}, {""time"": 1.605, ""thrust"": 323.832}, {""time"": 1.697, ""thrust"": 289.0}, {""time"": 1.789, ""thrust"": 215.097}, {""time"": 1.88, ""thrust"": 136.596}, {""time"": 1.972, ""thrust"": 83.863}, {""time"": 2.064, ""thrust"": 37.922}, {""time"": 2.155, ""thrust"": 20.736}, {""time"": 2.248, ""thrust"": 5.943}, {""time"": 2.341, ""thrust"": 0.0}]"
5f4294d200023100000000cf,"[{""time"": 0.011, ""thrust"": 314.573}, {""time"": 0.03, ""thrust"": 312.796}, {""time"": 0.066, ""thrust"": 300.786}, {""time"": 0.084, ""thrust"": 300.502}, {""time"": 0.12, ""thrust"": 304.087}, {""time"": 0.175, ""thrust"": 312.998}, {""time"": 0.266, ""thrust"": 324.086}, {""time"": 0.356, ""thrust"": 332.224}, {""time"": 0.447, ""thrust"": 347.855}, {""time"": 0.538, ""thrust"": 371.972}, {""time"": 0.629, ""thrust"": 382.833}, {""time"": 0.719, ""thrust"": 385.552}, {""time"": 0.81, ""thrust"": 385.586}, {""time"": 0.901, ""thrust"": 384.836}, {""time"": 0.992, ""thrust"": 382.296}, {""time"": 1.082, ""thrust"": 378.323}, {""time"": 1.173, ""thrust"": 370.837}, {""time"": 1.264, ""thrust"": 357.564}, {""time"": 1.355, ""thrust"": 347.122}, {""time"": 1.445, ""thrust"": 328.332}, {""time"": 1.536, ""thrust"": 202.733}, {""time"": 1.627, ""thrust"": 90.867}, {""time"": 1.718, ""thrust"": 35.427}, {""time"": 1.808, ""thrust"": 8.192}, {""time"": 1.815, ""thrust"": 0.0}]"
5f4294d200023100000000d0,"[{""time"": 0.00894855, ""thrust"": 855.427}, {""time"": 0.0290828, ""thrust"": 881.09}, {""time"": 0.0536913, ""thrust"": 504.702}, {""time"": 0.604027, ""thrust"": 342.171}, {""time"": 0.796421, ""thrust"": 461.931}, {""time"": 1.7, ""thrust"": 0.0}]"
5f4294d200023100000000d1,"[{""time"": 0.05, ""thrust"": 399.74}, {""time"": 0.13, ""thrust"": 390.06}, {""time"": 0.19, ""thrust"": 386.19}, {""time"": 0.4, ""thrust"": 388.13}, {""time"": 0.6, ""thrust"": 388.13}, {""time"": 0.8, ""thrust"": 388.13}, {""time"": 1.0, ""thrust"": 389.91}, {""time"": 1.2, ""thrust"": 387.38}, {""time"": 1.33, ""thrust"": 368.77}, {""time"": 1.44, ""thrust"": 350.38}, {""time"": 1.52, ""thrust"": 320.37}, {""time"": 1.6, ""thrust"": 164.79}, {""time"": 1.68, ""thrust"": 36.77}, {""time"": 1.71, ""thrust"": 0.0}]"
5f4294d200023100000000d3,"[{""time"": 0.028, ""thrust"": 311.629}, {""time"": 0.087, ""thrust"": 351.768}, {""time"": 0.147, ""thrust"": 349.074}, {""time"": 0.206, ""thrust"": 346.175}, {""time"": 0.266, ""thrust"": 341.229}, {""time"": 0.325, ""thrust"": 336.857}, {""time"": 0.384, ""thrust"": 333.748}, {""time"": 0.444, ""thrust"": 326.96}, {""time"": 0.503, ""thrust"": 319.679}, {""time"": 0.563, ""thrust"": 312.533}, {""time"": 0.622, ""thrust"": 300.79}, {""time"": 0.681, ""thrust"": 292.787}, {""time"": 0.741, ""thrust"": 283.766}, {""time"": 0.8, ""thrust"": 274.578}, {""time"": 0.859, ""thrust"": 264.915}, {""time"": 0.919, ""thrust"": 254.273}, {""time"": 0.978, ""thrust"": 241.755}, {""time"": 1.037, ""thrust"": 229.02}, {""time"": 1.097, ""thrust"": 216.238}, {""time"": 1.156, ""thrust"": 187.776}, {""time"": 1.216, ""thrust"": 109.94}, {""time"": 1.275, ""thrust"": 56.459}, {""time"": 1.334, ""thrust"": 24.476}, {""time"": 1.394, ""thrust"": 10.977}, {""time"": 1.454, ""thrust"": 3.45}, {""time"": 1.515, ""thrust"": 0.0}]"
