commonName,delays,diameter,infoUrl,totImpulseNs,manufacturer,burnTimeS,propInfo,length,avgThrustN,dataFiles,impulseClass,sparky,caseInfo,propWeightG,certOrg,motorId,availability,maxThrustN,totalWeightG,designation,updatedOn,type,mfgID
F30,"4,6,8",24.0,https://nar.org/SandT/pdf/Aerotech/F30FJ.pdf,47.0,AeroTech,1.55,Black Max,95.0,30.4,2,F,False,,31.2,National Association of Rocketry,5f4294d200023100000003b0,regular,40.6,70.6,F30FJ,2022-07-20,SU,AeroTech
F24,"4,7",24.0,http://nar.org/SandT/pdf/Aerotech/F24.pdf,47.31,AeroTech,2.13,White Lightning,70.0,22.21,2,F,False,RMS-24/40,19.0,National Association of Rocketry,5f4294d2000231000000003f,regular,40.95,62.9,F24W,2022-10-12,reload,AeroTech
F62,"4,6,8,10",24.0,http://www.nar.org/SandT/pdf/Aerotech/AT_F62FJ_2017.pdf,47.57,AeroTech,0.84,Black Max,95.0,56.91,2,F,False,RMS-24/60,32.2,National Association of Rocketry,5f4294d20002310000000460,regular,73.1,88.1,F62FJ,2019-04-17,reload,AeroTech
F41,"5,8,11",24.0,,47.65,Quest Aerospace,1.12,White Lightning,113.0,42.19,2,F,False,,27.1,"Tripoli Rocketry Association, Inc.",629ee8bae0d045000403682e,regular,54.16,56.9,F41W,2023-09-23,SU,Quest
F63,"4,6,8,10",24.0,http://www.nar.org/SandT/pdf/Aerotech/AT_F63R_2017.pdf,49.5,AeroTech,0.85,Redline,95.0,58.06,2,F,False,RMS-24/60,27.6,National Association of Rocketry,5f4294d20002310000000461,regular,69.94,82.2,F63R,2019-04-17,reload,AeroTech
F27,"4,6,8",29.0,https://nar.org/SandT/pdf/Aerotech/F27.pdf,49.6,AeroTech,2.03,Redline,83.0,24.4,2,F,False,,28.4,National Association of Rocketry,5f4294d200023100000001d4,regular,37.7,80.0,F27R/L,2022-08-09,SU,AeroTech
F15,"0,4,6,8",29.0,http://www.nar.org/SandT/pdf/Estes/F15.pdf,49.61,Estes Industries,3.45,black powder,114.0,14.38,3,F,False,,60.0,National Association of Rocketry,5f4294d200023100000003f2,regular,25.26,102.0,F15,2019-04-17,SU,Estes
F39,"4,5,6,7,9",24.0,http://nar.org/SandT/pdf/Aerotech/F39.pdf,49.66,AeroTech,1.33,Blue Thunder,70.0,37.34,2,F,False,RMS-24/40,22.7,National Association of Rocketry,5f4294d20002310000000046,regular,59.47,60.6,F39T,2019-04-17,reload,AeroTech
F51,"4,6,8,10,13",24.0,,49.9,Cesaroni Technology,1.0,Blue Streak,101.0,49.6,2,F,False,Pro24-2G,22.0,Canadian Association of Rocketry,5f4294d2000231000000040f,regular,69.4,73.0,50F51-13A,2019-04-17,reload,Cesaroni
F37,"4,6,8,10",29.0,http://nar.org/SandT/pdf/Aerotech/F37.pdf,50.67,AeroTech,1.6,White Lightning,99.0,31.67,2,F,False,RMS-29/60,28.2,National Association of Rocketry,5f4294d20002310000000045,regular,46.47,109.3,F37W,2019-04-17,reload,AeroTech
F62,"4,6,8,10",29.0,,51.0,AeroTech,1.13,Blue Thunder,89.0,62.0,2,F,False,RMS-29/60,30.5,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000004d,regular,56.5,109.0,F62T,2021-06-13,reload,AeroTech
F36,"5,7,9,11,14",29.0,,51.5,Cesaroni Technology,1.42,Blue Streak,98.0,36.4,2,F,False,Pro29-1G,25.6,Canadian Association of Rocketry,5f4294d2000231000000028d,regular,46.3,101.0,51F36-14A,2019-04-17,reload,Cesaroni
F20,"4,7",29.0,http://www.nar.org/wp-content/uploads/2014/08/F20.pdf,51.75,AeroTech,2.49,White Lightning,83.0,20.8,3,F,False,,30.0,National Association of Rocketry,5f4294d20002310000000039,regular,40.33,80.2,F20W/L,2019-04-17,SU,AeroTech
F32,"3,5,7,9,12",29.0,,52.8,Cesaroni Technology,1.67,White,98.0,31.6,2,F,False,Pro29-1G,29.9,Canadian Association of Rocketry,5f4294d20002310000000410,regular,49.3,107.0,53F32-12A,2019-04-17,reload,Cesaroni
F23,"4,7",29.0,https://www.nar.org/SandT/pdf/AeroTech/F23.pdf,52.85,AeroTech,2.22,Black Max,73.0,23.81,2,F,False,,32.0,National Association of Rocketry,5f4294d2000231000000003c,OOP,48.7,79.0,F23FJ/L,2023-11-08,SU,AeroTech
F42,"4,6,8",29.0,https://nar.org/SandT/pdf/Aerotech/F42.pdf,52.9,AeroTech,1.26,Blue Thunder,83.0,42.0,2,F,False,,27.0,National Association of Rocketry,5f4294d20002310000000048,regular,66.0,75.89999999999999,F42T/L,2022-08-09,SU,AeroTech
F70,"5,7,9,11,14",24.0,,52.9,Cesaroni Technology,0.77,White Thunder,101.0,69.1,2,F,False,Pro24-2G,22.5,Canadian Association of Rocketry,5f4294d2000231000000040e,regular,97.0,73.0,53F70-14A,2019-04-17,reload,Cesaroni
F29,"3,5,7,9,12",29.0,,54.8,Cesaroni Technology,1.9,Imax,98.0,28.9,2,F,False,Pro29-1G,30.9,Canadian Association of Rocketry,5f4294d200023100000002f4,regular,36.0,105.8,55F29-12A,2021-06-13,reload,Cesaroni
F21,"4,6,8",24.0,,55.0,AeroTech,2.5,White Lightning,95.0,21.0,2,F,False,SU 24x95,30.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000003a,OOP,42.0,64.0,F21W,2021-06-13,SU,AeroTech
F51,"5,7,9",24.0,http://www.nar.org/SandT/pdf/Aerotech/AT_F51NT_2017.pdf,55.11,AeroTech,0.99,New Blue Thunder,95.0,55.89,2,F,False,RMS-24/60,26.5,National Association of Rocketry,5f4294d2000231000000045d,regular,76.53,81.0,F51NT,2022-07-16,reload,AeroTech
F31,"3,5,7,9,12",29.0,,55.5,Cesaroni Technology,1.78,Classic,98.0,31.1,2,F,False,Pro29-1G,70.0,Canadian Association of Rocketry,5f4294d20002310000000411,regular,65.0,102.0,56F31-12A,2019-04-17,reload,Cesaroni
F120,"5,7,9,11,14",29.0,,56.0,Cesaroni Technology,0.45,Vmax,98.0,123.4,2,F,False,Pro29-1G,25.3,Canadian Association of Rocketry,5f4294d20002310000000378,regular,143.6,106.2,56F120-14A,2019-04-17,reload,Cesaroni
F32,"4,6,8",24.0,https://nar.org/SandT/pdf/Aerotech/F32T.pdf,56.9,AeroTech,1.66,Blue Thunder,95.0,34.1,2,F,False,,31.0,National Association of Rocketry,5f4294d20002310000000251,regular,61.3,64.0,F32T,2022-07-20,SU,AeroTech
F59,"3,5,7,9,12",29.0,,57.0,Cesaroni Technology,0.96,White Thunder,98.0,58.9,2,F,False,Pro29-1G,26.1,Canadian Association of Rocketry,5f4294d200023100000002c1,regular,70.9,99.0,57F59-12A,2019-04-17,reload,Cesaroni
F35,"4,5,6,7,8,9,11",24.0,https://nar.org/SandT/pdf/Aerotech/F35W.pdf,57.1,AeroTech,1.63,White Lightning,95.0,34.9,2,F,False,RMS-24/60,30.0,National Association of Rocketry,5f4294d2000231000000022f,regular,55.2,85.0,F35W,2022-07-20,reload,AeroTech
F50,"4,6,8,10,13",24.0,,59.7,Cesaroni Technology,1.19,Skidmark,133.0,50.0,2,F,True,Pro24-3G,31.7,Canadian Association of Rocketry,5f4294d200023100000003d1,regular,69.9,93.9,60F50-13A,2019-04-17,reload,Cesaroni
F45,"5,8,P",29.0,,61.0,Roadrunner Rocketry,1.4,Rapid propellant,93.0,45.0,2,F,False,SU 29x93,30.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001e1,OOP,62.0,93.0,F45,2019-04-17,SU,Roadrunner
F67,"4,6,7,9",29.0,https://www.nar.org/SandT/pdf/Aerotech/AT_F67W_2017.pdf,61.1,AeroTech,0.88,,83.0,69.0,2,F,False,,30.0,National Association of Rocketry,5f4294d2000231000000045a,regular,86.0,80.8,F67W,2020-09-01,SU,AeroTech
F13,,32.0,http://nar.org/SandT/pdf/Aerotech/F13RCT.pdf,62.07,AeroTech,5.1,Blue Thunder,107.0,12.17,2,F,False,RMS-R/C-32/60-100,32.3,National Association of Rocketry,5f4294d20002310000000037,regular,19.98,110.5,F13-RCT,2019-04-17,reload,AeroTech
F26,6,29.0,http://www.nar.org/SandT/pdf/Estes/F26FJ.pdf,62.19,Estes Industries,2.31,,98.0,26.96,2,F,False,,43.1,National Association of Rocketry,5f4294d200023100000003e5,regular,39.16,100.8,F26,2019-10-05,SU,Estes
F26,"6,7,9",29.0,https://nar.org/SandT/pdf/Aerotech/F26FJ.pdf,62.2,AeroTech,2.39,Black Max,98.0,26.0,2,F,False,,43.1,National Association of Rocketry,5f4294d20002310000000041,regular,39.2,101.0,F26FJ,2022-07-20,SU,AeroTech
F22,"5,7",29.0,http://nar.org/SandT/pdf/Aerotech/F22.pdf,65.0,AeroTech,3.31,Blackjack,124.0,19.64,2,F,False,RMS-29/40-120,46.3,National Association of Rocketry,5f4294d2000231000000003b,regular,31.15,135.6,F22J,2019-04-17,reload,AeroTech
F52,"5,6,8,10,12",29.0,,66.2,AeroTech,1.26,Classic,111.4,52.65,2,F,False,,30.0,"Tripoli Rocketry Association, Inc.",5f5e57811e865c0004c955d8,regular,64.33,81.4,F52C,2021-07-03,SU,AeroTech
F79,"4,6,8,10,13",24.0,,67.8,Cesaroni Technology,0.86,Smoky Sam,133.0,78.8,2,F,False,Pro24-3G,40.1,Canadian Association of Rocketry,5f4294d20002310000000397,regular,98.3,107.5,68F79-13A,2019-04-17,reload,Cesaroni
F23,"6,10",24.0,,67.9,Ellis Mountain,3.58,,140.0,23.0,1,F,False,SU 24x140,31.2,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000003e,OOP,39.2,76.5,F23,2019-04-17,SU,Ellis
F240,"8,10,12,15",24.0,,68.3,Cesaroni Technology,0.29,Vmax,133.0,236.2,2,F,False,Pro24-3G,30.3,Canadian Association of Rocketry,5f4294d20002310000000392,regular,285.9,91.8,68F240-15A,2019-04-17,reload,Cesaroni
F23,,32.0,https://nar.org/SandT/pdf/Aerotech/F23RCWSK.pdf,70.0,AeroTech,3.47,White Lightning,107.0,23.0,2,F,False,RMS-R/C-32/60-100,37.8,National Association of Rocketry,5f4294d2000231000000003d,regular,36.0,128.70000000000002,F23-RCW-SK,2022-07-20,reload,AeroTech
F52,"4,5,6,7,8,9,11",29.0,http://nar.org/SandT/pdf/Aerotech/F52.pdf,72.95,AeroTech,1.42,Blue Thunder,124.0,51.37,2,F,False,RMS-29/40-120,36.6,National Association of Rocketry,5f4294d2000231000000004b,regular,78.95,121.6,F52T,2019-04-17,reload,AeroTech
F30,"3,6",24.0,,73.1,Cesaroni Technology,2.36,White Thunder,133.0,31.0,2,F,False,Pro24-3G,40.0,Canadian Association of Rocketry,5f4294d20002310000000394,regular,56.8,102.2,73F30-6A,2019-04-17,reload,Cesaroni
F85,"6,8,10,12,15",24.0,,73.6,Cesaroni Technology,0.87,White Thunder,133.0,85.0,2,F,False,Pro24-3G,33.7,Canadian Association of Rocketry,5f4294d200023100000003bb,regular,105.6,96.0,74F85-15A,2019-04-17,reload,Cesaroni
F10,"4,6,8",29.0,http://www.nar.org/SandT/pdf/Apogee/F10.pdf,74.26,Apogee Components,7.02,,92.0,10.58,2,F,False,,40.0,National Association of Rocketry,5f4294d2000231000000020e,regular,22.69,82.5,F10,2020-09-01,SU,Apogee
F72,"5,10,15",24.0,http://nar.org/SandT/pdf/RocketVision/F72.pdf,74.92,Rocketvision Flight-Star,1.21,,124.0,61.92,1,F,False,SU 24x124,37.7,National Association of Rocketry,5f4294d2000231000000004f,OOP,98.78,,F72,2019-04-17,SU,RV
F72,"5,6,7,8,9,10,11,13,15",24.0,http://nar.org/SandT/pdf/Aerotech/F72.pdf,74.92,AeroTech,1.21,,124.0,61.92,2,F,False,SU 24x124,36.8,National Association of Rocketry,5f4294d2000231000000004e,OOP,98.78,,F72,2019-04-17,SU,AeroTech
F51,"3,5,7,9,12",24.0,,75.0,Cesaroni Technology,1.5,Classic,133.0,50.0,2,F,False,Pro24-3G,33.0,Canadian Association of Rocketry,5f4294d200023100000003d2,regular,85.1,95.0,75F51-12A,2019-04-17,reload,Cesaroni
F16,,32.0,http://nar.org/SandT/pdf/Aerotech/F16RCJ.pdf,75.48,AeroTech,5.69,Blackjack,107.0,13.27,2,F,False,RMS-R/C-32/60-100,62.5,National Association of Rocketry,5f4294d20002310000000038,regular,26.35,140.4,F16-RCJ,2019-04-17,reload,AeroTech
F10,"4,6,8",29.0,http://nar.org/SandT/pdf/Aerotech/F10.pdf,76.33,AeroTech,7.13,,85.0,10.71,1,F,False,SU 29x85,40.7,National Association of Rocketry,5f4294d20002310000000035,OOP,28.22,,F10,2019-04-17,SU,AeroTech
F50,,29.0,http://nar.org/SandT/pdf/PML/F50T.pdf,76.83,"Public Missiles, Ltd.",1.43,,98.0,53.73,1,F,False,SU 29x98,37.9,National Association of Rocketry,5f4294d2000231000000004a,OOP,79.59,,F50T,2019-04-17,SU,PML
F50,"4,6,7,9",29.0,http://nar.org/SandT/pdf/Aerotech/F50.pdf,76.83,AeroTech,1.43,Blue Thunder,98.0,53.73,2,F,False,,37.9,National Association of Rocketry,5f4294d20002310000000049,regular,79.59,84.9,F50T,2019-04-17,SU,AeroTech
F50,6,29.0,http://www.nar.org/SandT/pdf/Estes/F50T.pdf,76.83,Estes Industries,1.43,,98.0,53.73,1,F,False,,37.900000000000006,National Association of Rocketry,5f4294d200023100000003e6,regular,79.59,84.4,F50,2020-12-01,SU,Estes
F60,"4,7,10",29.0,,77.0,Roadrunner Rocketry,1.3,Rapid propellant,112.0,60.0,2,F,False,SU 29x112,38.1,National Association of Rocketry,5f4294d2000231000000004c,OOP,90.0,109.0,F60,2019-04-17,SU,Roadrunner
F67,"6,9,14",29.0,,77.46,AeroTech,1.41,Classic,112.0,55.22,1,F,False,,36.8,"Tripoli Rocketry Association, Inc.",63628d72a244550004a0cf0a,regular,72.79,85.7,F67C,2022-11-03,SU,AeroTech
F25,"4,6,7,9",29.0,http://nar.org/SandT/pdf/Aerotech/F25W.pdf,77.92,AeroTech,3.05,White Lightning,98.0,25.55,2,F,False,,35.6,National Association of Rocketry,5f4294d20002310000000040,regular,46.79,90.0,F25W,2019-04-17,SU,AeroTech
F35,"4,10",29.0,,78.0,Roadrunner Rocketry,2.3,Roadrunner propellant,112.0,35.0,2,F,False,SU 29x112,40.1,National Association of Rocketry,5f4294d20002310000000044,OOP,50.0,111.0,F35,2019-04-17,SU,Roadrunner
F40,"4,5,6,7,8,10",29.0,http://nar.org/SandT/pdf/Aerotech/F40.pdf,78.09,AeroTech,2.06,White Lightning,124.0,37.91,2,F,False,RMS-29/40-120,40.0,National Association of Rocketry,5f4294d20002310000000047,regular,68.07,126.2,F40W,2019-04-17,reload,AeroTech
F32,"5,10,15",24.0,http://nar.org/SandT/pdf/RocketVision/F32.pdf,79.2,Rocketvision Flight-Star,2.72,,124.0,29.12,1,F,False,SU 24x124,37.7,National Association of Rocketry,5f4294d20002310000000043,OOP,55.64,69.5,F32,2019-04-17,SU,RV
F32,"5,6,7,8,9,10,11,13,15",24.0,http://nar.org/SandT/pdf/Aerotech/F32.pdf,79.2,AeroTech,2.72,White Lightning,95.0,29.12,2,F,False,SU 24x95,37.7,National Association of Rocketry,5f4294d20002310000000042,OOP,55.64,,F32W,2019-04-17,SU,AeroTech
G54,"4,6,8,10",29.0,http://nar.org/SandT/pdf/Aerotech/G54.pdf,81.05,AeroTech,1.51,White Lightning,124.0,53.68,2,G,False,RMS-29/100,46.0,National Association of Rocketry,5f4294d2000231000000005a,regular,81.64,136.5,G54W,2019-04-17,reload,AeroTech
G104,"4,6,8,10",29.0,,81.5,AeroTech,1.0,Blue Thunder,125.0,104.0,2,G,False,RMS-29/100,43.9,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000006d,regular,113.8,136.0,G104T,2019-04-17,reload,AeroTech
G74,"6,8",29.0,https://nar.org/SandT/pdf/Aerotech/G74W.pdf,82.75,AeroTech,1.1,White Lightning,93.0,74.0,2,G,False,,39.3,National Association of Rocketry,5f4294d20002310000000400,regular,95.0,87.0,G74W,2022-07-20,SU,AeroTech
G88,"2,4,6,8,11",29.0,,84.3,Cesaroni Technology,0.96,Smoky Sam,142.0,87.7,2,G,False,Pro29-2G,59.0,Canadian Association of Rocketry,5f4294d200023100000002b9,regular,123.6,152.0,84G88-11A,2019-04-17,reload,Cesaroni
G142,"6,8,10,12,14",29.0,https://nar.org/SandT/pdf/Aerotech/G142.pdf,84.3,AeroTech,0.62,8222ALF,113.0,135.9,1,G,False,,44.0,National Association of Rocketry,5f4294d20002310000000247,OOP,173.9,98.0,G142T,2022-07-20,SU,AeroTech
G63,,29.0,,85.0,Sky Ripper Systems,1.3,,305.0,63.0,2,G,False,29X304.8MM (75CC),5.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000005f,OOP,157.6,210.0,G63,2021-06-13,hybrid,SkyR
G101,"4,6,8,10,12,14",29.0,,85.0,AeroTech,1.0,Blue Thunder,125.0,101.0,1,G,False,RMS-29/100,46.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000006c,OOP,102.3,,G101T,2021-06-13,reload,AeroTech
G12,,32.0,http://nar.org/SandT/pdf/Aerotech/G12RC.pdf,87.22,AeroTech,8.55,Blue Thunder,107.0,10.2,2,G,False,RMS-R/C-32/60-100,51.1,National Association of Rocketry,5f4294d20002310000000050,regular,20.64,131.0,G12-RCT,2019-04-17,reload,AeroTech
G38,"4,7",29.0,http://nar.org/SandT/pdf/Aerotech/G38.pdf,87.68,AeroTech,2.18,Black Max,124.0,40.22,2,G,False,,55.0,National Association of Rocketry,5f4294d20002310000000057,regular,78.19,126.0,G38FJ,2019-04-17,SU,AeroTech
G42,"4,6,8,10,12",24.0,,89.16,AeroTech,2.56,,144.0,42.0,1,G,False,,48.8,National Association of Rocketry,5f7d3c0f606b5d00041d9f9b,OOP,58.63,95.0,G42,2020-10-07,SU,AeroTech
G53,"4,5,6,7,8,10",29.0,https://nar.org/SandT/pdf/Aerotech/G53FJ.pdf,90.9,AeroTech,1.71,Black Max,124.0,53.1,2,G,False,RMS-29/40-120,60.0,National Association of Rocketry,5f4294d200023100000001e2,regular,87.3,146.0,G53FJ,2022-07-20,reload,AeroTech
G80,"5,7,9,11,14",29.0,,92.9,Cesaroni Technology,1.15,Skidmark,142.0,80.5,2,G,True,Pro29-2G,50.0,Canadian Association of Rocketry,5f4294d20002310000000311,regular,112.2,143.2,93G80-14A,2019-04-17,reload,Cesaroni
G40,"4,7",29.0,https://nar.org/SandT/pdf/Estes/G40.pdf,97.14,Estes Industries,2.38,,124.0,40.88,2,G,False,,55.1,National Association of Rocketry,5f4294d200023100000003e7,regular,84.51,122.9,G40,2022-07-17,SU,Estes
G40,"4,6,7,8,10",29.0,http://nar.org/SandT/pdf/Aerotech/G40.pdf,97.14,AeroTech,2.38,White Lightning,124.0,40.88,2,G,False,,53.8,National Association of Rocketry,5f4294d20002310000000059,regular,84.51,123.0,G40W,2022-01-22,SU,AeroTech
G33,"5,7",29.0,http://nar.org/SandT/pdf/Aerotech/G33.pdf,98.39,AeroTech,3.27,,124.0,30.09,2,G,False,RMS-29/40-120,72.2,National Association of Rocketry,5f4294d20002310000000053,OOP,50.92,,G33,2019-04-17,reload,AeroTech
G300,,38.0,,100.0,Contrail Rockets,0.25,,406.0,288.0,2,G,False,38 16 F PVC (90CC),215.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000072,regular,689.0,535.0,G300-PVC,2022-01-08,hybrid,Contrail
G130,,38.0,,100.0,Contrail Rockets,0.86,,406.0,130.0,2,G,False,38 16 M PVC (140CC),93.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000070,regular,706.0,516.0,G130-PVC,2019-04-17,hybrid,Contrail
G35,"4,7",29.0,http://nar.org/SandT/pdf/Aerotech/G35.pdf,100.82,AeroTech,2.91,,98.0,34.65,2,G,False,SU 29x98,50.0,National Association of Rocketry,5f4294d20002310000000054,OOP,76.22,,G35,2019-04-17,SU,AeroTech
G77,"4,6,7,8,10",29.0,https://nar.org/SandT/pdf/Aerotech/G77.pdf,102.86,AeroTech,1.28,Redline,124.0,80.12,2,G,False,,64.0,National Association of Rocketry,5f4294d20002310000000246,regular,100.5,122.5,G77R/L,2022-07-20,SU,AeroTech
G77,"4,6,8,10",29.0,,105.0,AeroTech,1.36363636363636,Redline,150.0,77.0,2,G,False,RMS-29/120,58.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000065,regular,,165.0,G77R,2021-06-13,reload,AeroTech
G72,"6,8,10,12,14",29.0,,105.02,AeroTech,1.3,Dark Matter,156.4,80.78,2,G,True,,62.5,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000467,regular,105.57,131.6,G72DM-14A,2019-05-21,SU,AeroTech
G71,"4,5,6,7,8,10",29.0,https://nar.org/SandT/pdf/Aerotech/G71R.pdf,107.0,AeroTech,1.51,Redline,124.0,71.0,3,G,False,RMS-29/40-120,64.0,National Association of Rocketry,5f4294d200023100000001d0,OOP,117.0,147.0,G71R,2022-07-20,reload,AeroTech
G83,"5,7,9,11,14",29.0,,107.4,Cesaroni Technology,1.29,Blue Streak,142.0,83.1,2,G,False,Pro29-2G,51.1,Canadian Association of Rocketry,5f4294d2000231000000028e,regular,99.0,145.0,107G83-14A,2019-04-17,reload,Cesaroni
G57,"3,5,7,9,12",29.0,,107.8,Cesaroni Technology,1.89,Classic,142.0,57.2,2,G,False,Pro29-2G,51.4,Canadian Association of Rocketry,5f4294d20002310000000298,regular,85.4,146.0,108G57-12A,2019-04-17,reload,Cesaroni
G68,"4,6,8,10,13",29.0,,107.8,Cesaroni Technology,1.61,White,142.0,67.0,2,G,False,Pro29-2G,59.9,Canadian Association of Rocketry,5f4294d20002310000000399,regular,94.1,155.9,108G68-13A,2019-04-17,reload,Cesaroni
G80,"4,7,10",29.0,,108.0,Roadrunner Rocketry,1.4,Rapid propellant,140.0,80.0,2,G,False,SU 29x140,54.7,National Association of Rocketry,5f4294d2000231000000006a,OOP,114.0,135.0,G80,2019-04-17,SU,Roadrunner
G79,"4,6,7,8,10",29.0,https://nar.org/SandT/pdf/Aerotech/G79.pdf,108.3,AeroTech,1.5,White Lightning,124.0,72.6,1,G,False,,65.0,National Association of Rocketry,5f4294d20002310000000245,regular,93.9,124.0,G79W/L,2022-07-20,SU,AeroTech
G79,"4,6,8,10",29.0,,108.56,AeroTech,1.42,White Lightning,150.0,79.0,2,G,False,RMS-29/120,62.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000067,regular,100.74,157.0,G79W,2019-04-17,reload,AeroTech
G339,P,38.0,,108.9,AeroTech,0.35,Warp 9,97.0,307.53,2,G,False,RMS-38/120,49.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001cb,regular,503.51,181.0,G339N,2019-04-17,reload,AeroTech
G78,"4,6,7,8,10",29.0,https://nar.org/SandT/pdf/Aerotech/G78G.pdf,109.94,AeroTech,1.38,Mojave Green,124.0,79.9,3,G,False,,59.7,National Association of Rocketry,5f4294d20002310000000230,regular,101.9,125.0,G78G/L,2022-07-20,SU,AeroTech
G250,"5,7,9,11,14",29.0,,110.0,Cesaroni Technology,0.45,Vmax,142.0,243.7,2,G,False,Pro29-2G,50.6,Canadian Association of Rocketry,5f4294d20002310000000379,regular,288.3,141.3,110G250-14A,2019-04-17,reload,Cesaroni
G67,"4,6,8,10",38.0,,110.0,AeroTech,1.64179104477612,Redline,106.0,67.0,2,G,False,RMS-38/120,60.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000061,regular,,201.0,G67R,2021-06-13,reload,AeroTech
G69,"5,8,10,13,17",38.0,https://www.lokiresearch.com/images/Documents/38mm%20Spitfire.pdf,110.0,Loki Research,1.6,Spitfire,127.0,69.0,2,G,True,38/120,63.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002f3,regular,97.0,240.0,HP-G69-SF,2021-07-24,reload,Loki
G61,"4,6,8,10",38.0,,110.5,AeroTech,2.04,White Lightning,106.0,61.0,2,G,False,RMS-38/120,62.3,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000005e,regular,63.2,194.0,G61W,2021-06-13,reload,AeroTech
G37,"6,10,P",24.0,,110.5,Ellis Mountain,3.1,,181.0,37.0,2,G,False,SU 24x181,62.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000056,OOP,68.0,,G37,2019-04-17,SU,Ellis
G20,,29.0,,113.5,Ellis Mountain,5.47,,149.0,20.0,2,G,False,SU 29x149,62.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000051,OOP,46.0,,G20,2019-04-17,SU,Ellis
G40,"4,7",29.0,http://nar.org/SandT/pdf/PML/G40W.pdf,113.74,"Public Missiles, Ltd.",3.06,,124.0,37.17,1,G,False,SU 29x124,62.4,National Association of Rocketry,5f4294d20002310000000058,OOP,66.85,,G40W,2019-04-17,SU,PML
G100,"5,7,9,11,14",24.0,,114.5,Cesaroni Technology,1.17,Skidmark,228.0,98.1,2,G,True,Pro24-6G,63.3,Canadian Association of Rocketry,5f4294d200023100000003b9,regular,178.8,159.0,114G100-14A,2019-04-17,reload,Cesaroni
G75,"7,9,11,13",29.0,,115.15,AeroTech,1.31,Metalstorm,157.0,87.54,2,G,True,,67.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000046e,regular,110.72,133.0,G75M,2020-09-23,SU,AeroTech
G126,"4,6,8,10,13",29.0,,116.0,Cesaroni Technology,0.93,White Thunder,142.0,125.8,2,G,False,Pro29-2G,52.1,Canadian Association of Rocketry,5f4294d200023100000002c2,regular,167.4,145.0,116G126-13A,2019-04-17,reload,Cesaroni
G80,"4,7",29.0,http://nar.org/SandT/pdf/PML/G80T.pdf,116.25,"Public Missiles, Ltd.",1.5,,124.0,77.5,1,G,False,SU 29x124,57.4,National Association of Rocketry,5f4294d20002310000000069,OOP,105.18,,G80T,2019-04-17,SU,PML
G25,"4,6,8,10",29.0,http://nar.org/SandT/pdf/Aerotech/G25.pdf,117.5,AeroTech,5.3,White Lightning,124.0,22.17,3,G,False,RMS-29/120,62.5,National Association of Rocketry,5f4294d20002310000000052,regular,41.18,121.0,G25W,2019-04-17,reload,AeroTech
G234,,38.0,,117.95,Contrail Rockets,0.53,,414.0,221.0,2,G,False,38 16 F HP (90CC),110.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000071,regular,606.5,544.0,G234-HP,2019-04-17,hybrid,Contrail
G76,"4,5,6,7,8,10",29.0,https://nar.org/SandT/pdf/Aerotech/G76G.pdf,118.0,AeroTech,1.5,Mojave Green,124.0,76.0,3,G,False,RMS-29/40-120,60.0,National Association of Rocketry,5f4294d20002310000000214,regular,196.0,147.0,G76G,2022-07-20,reload,AeroTech
G64,"4,5,6,7,8,10",29.0,http://nar.org/SandT/pdf/Aerotech/G64.pdf,118.8,AeroTech,2.09,White Lightning,124.0,56.84,1,G,False,RMS-29/40-120,62.5,National Association of Rocketry,5f4294d20002310000000060,regular,98.31,151.0,G64W,2019-04-17,reload,AeroTech
G70,"8,10,12,14,18",38.0,https://www.lokiresearch.com/images/Documents/38mm%20cocktail.pdf,119.0,Loki Research,1.7,Cocktail,122.2,70.0,1,G,False,38/120,64.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000044a,regular,101.0,242.0,G70-CT,2021-07-24,reload,Loki
G55,"5,10,15",24.0,http://nar.org/SandT/pdf/RocketVision/G55.pdf,119.57,Rocketvision Flight-Star,2.44,,177.0,49.0,1,G,False,SU 24x177,62.5,National Association of Rocketry,5f4294d2000231000000005c,OOP,84.65,,G55,2019-04-17,SU,RV
