caseInfo,length,totalWeightG,totImpulseNs,availability,type,designation,propWeightG,infoUrl,delays,updatedOn,maxThrustN,manufacturerAbbrev,certOrg,manufacturer,motorId,burnTimeS,propInfo,commonName,avgThrustN,impulseClass,diameter,sparky,dataFiles
,83,80.2,51.75,regular,SU,F20W/L,30,http://www.nar.org/wp-content/uploads/2014/08/F20.pdf,"4,7",2019-04-17,40.33,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000039,2.49,White Lightning,F20,20.8,F,29,False,3
Pro29-1G,98,107,52.8,regular,reload,53F32-12A,29.9,,"3,5,7,9,12",2019-04-17,49.3,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000410,1.67,White,F32,31.6,F,29,False,2
,73,79,52.85,OOP,SU,F23FJ/L,32,https://www.nar.org/SandT/pdf/AeroTech/F23.pdf,"4,7",2023-11-08,48.7,AeroTech,National Association of Rocketry,AeroTech,5f4294d2000231000000003c,2.22,Black Max,F23,23.81,F,29,False,2
,83,75.89999999999999,52.9,regular,SU,F42T/L,27,https://nar.org/SandT/pdf/Aerotech/F42.pdf,"4,6,8",2022-08-09,66,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000048,1.26,Blue Thunder,F42,42,F,29,False,2
Pro24-2G,101,73,52.9,regular,reload,53F70-14A,22.5,,"5,7,9,11,14",2019-04-17,97,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000040e,0.77,White Thunder,F70,69.1,F,24,False,2
Pro29-1G,98,105.8,54.8,regular,reload,55F29-12A,30.9,,"3,5,7,9,12",2021-06-13,36,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002f4,1.9,Imax,F29,28.9,F,29,False,2
SU 24x95,95,64,55,OOP,SU,F21W,30,,"4,6,8",2021-06-13,42,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000003a,2.5,White Lightning,F21,21,F,24,False,2
RMS-24/60,95,81,55.11,regular,reload,F51NT,26.5,http://www.nar.org/SandT/pdf/Aerotech/AT_F51NT_2017.pdf,"5,7,9",2022-07-16,76.53,AeroTech,National Association of Rocketry,AeroTech,5f4294d2000231000000045d,0.99,New Blue Thunder,F51,55.89,F,24,False,2
Pro29-1G,98,102,55.5,regular,reload,56F31-12A,70,,"3,5,7,9,12",2019-04-17,65,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000411,1.78,Classic,F31,31.1,F,29,False,2
Pro29-1G,98,106.2,56,regular,reload,56F120-14A,25.3,,"5,7,9,11,14",2019-04-17,143.6,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000378,0.45,Vmax,F120,123.4,F,29,False,2
,95,64,56.9,regular,SU,F32T,31,https://nar.org/SandT/pdf/Aerotech/F32T.pdf,"4,6,8",2022-07-20,61.3,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000251,1.66,Blue Thunder,F32,34.1,F,24,False,2
Pro29-1G,98,99,57,regular,reload,57F59-12A,26.1,,"3,5,7,9,12",2019-04-17,70.9,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002c1,0.96,White Thunder,F59,58.9,F,29,False,2
RMS-24/60,95,85,57.1,regular,reload,F35W,30,https://nar.org/SandT/pdf/Aerotech/F35W.pdf,"4,5,6,7,8,9,11",2022-07-20,55.2,AeroTech,National Association of Rocketry,AeroTech,5f4294d2000231000000022f,1.63,White Lightning,F35,34.9,F,24,False,2
Pro24-3G,133,93.9,59.7,regular,reload,60F50-13A,31.7,,"4,6,8,10,13",2019-04-17,69.9,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003d1,1.19,Skidmark,F50,50,F,24,True,2
SU 29x93,93,93,61,OOP,SU,F45,30,,"5,8,P",2019-04-17,62,Roadrunner,"Tripoli Rocketry Association, Inc.",Roadrunner Rocketry,5f4294d200023100000001e1,1.4,Rapid propellant,F45,45,F,29,False,2
,83,80.8,61.1,regular,SU,F67W,30,https://www.nar.org/SandT/pdf/Aerotech/AT_F67W_2017.pdf,"4,6,7,9",2020-09-01,86,AeroTech,National Association of Rocketry,AeroTech,5f4294d2000231000000045a,0.88,,F67,69,F,29,False,2
RMS-R/C-32/60-100,107,110.5,62.07,regular,reload,F13-RCT,32.3,http://nar.org/SandT/pdf/Aerotech/F13RCT.pdf,,2019-04-17,19.98,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000037,5.1,Blue Thunder,F13,12.17,F,32,False,2
,98,100.8,62.19,regular,SU,F26,43.1,http://www.nar.org/SandT/pdf/Estes/F26FJ.pdf,6,2019-10-05,39.16,Estes,National Association of Rocketry,Estes Industries,5f4294d200023100000003e5,2.31,,F26,26.96,F,29,False,2
,98,101,62.2,regular,SU,F26FJ,43.1,https://nar.org/SandT/pdf/Aerotech/F26FJ.pdf,"6,7,9",2022-07-20,39.2,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000041,2.39,Black Max,F26,26,F,29,False,2
RMS-29/40-120,124,135.6,65,regular,reload,F22J,46.3,http://nar.org/SandT/pdf/Aerotech/F22.pdf,"5,7",2019-04-17,31.15,AeroTech,National Association of Rocketry,AeroTech,5f4294d2000231000000003b,3.31,Blackjack,F22,19.64,F,29,False,2
,111.4,81.4,66.2,regular,SU,F52C,30,,"5,6,8,10,12",2021-07-03,64.33,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f5e57811e865c0004c955d8,1.26,Classic,F52,52.65,F,29,False,2
Pro24-3G,133,107.5,67.8,regular,reload,68F79-13A,40.1,,"4,6,8,10,13",2019-04-17,98.3,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000397,0.86,Smoky Sam,F79,78.8,F,24,False,2
SU 24x140,140,76.5,67.9,OOP,SU,F23,31.2,,"6,10",2019-04-17,39.2,Ellis,"Tripoli Rocketry Association, Inc.",Ellis Mountain,5f4294d2000231000000003e,3.58,,F23,23,F,24,False,1
Pro24-3G,133,91.8,68.3,regular,reload,68F240-15A,30.3,,"8,10,12,15",2019-04-17,285.9,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000392,0.29,Vmax,F240,236.2,F,24,False,2
RMS-R/C-32/60-100,107,128.70000000000002,70,regular,reload,F23-RCW-SK,37.8,https://nar.org/SandT/pdf/Aerotech/F23RCWSK.pdf,,2022-07-20,36,AeroTech,National Association of Rocketry,AeroTech,5f4294d2000231000000003d,3.47,White Lightning,F23,23,F,32,False,2
RMS-29/40-120,124,121.6,72.95,regular,reload,F52T,36.6,http://nar.org/SandT/pdf/Aerotech/F52.pdf,"4,5,6,7,8,9,11",2019-04-17,78.95,AeroTech,National Association of Rocketry,AeroTech,5f4294d2000231000000004b,1.42,Blue Thunder,F52,51.37,F,29,False,2
Pro24-3G,133,102.2,73.1,regular,reload,73F30-6A,40,,"3,6",2019-04-17,56.8,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000394,2.36,White Thunder,F30,31,F,24,False,2
Pro24-3G,133,96,73.6,regular,reload,74F85-15A,33.7,,"6,8,10,12,15",2019-04-17,105.6,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003bb,0.87,White Thunder,F85,85,F,24,False,2
,92,82.5,74.26,regular,SU,F10,40,http://www.nar.org/SandT/pdf/Apogee/F10.pdf,"4,6,8",2020-09-01,22.69,Apogee,National Association of Rocketry,Apogee Components,5f4294d2000231000000020e,7.02,,F10,10.58,F,29,False,2
SU 24x124,124,,74.92,OOP,SU,F72,36.8,http://nar.org/SandT/pdf/Aerotech/F72.pdf,"5,6,7,8,9,10,11,13,15",2019-04-17,98.78,AeroTech,National Association of Rocketry,AeroTech,5f4294d2000231000000004e,1.21,,F72,61.92,F,24,False,2
SU 24x124,124,,74.92,OOP,SU,F72,37.7,http://nar.org/SandT/pdf/RocketVision/F72.pdf,"5,10,15",2019-04-17,98.78,RV,National Association of Rocketry,Rocketvision Flight-Star,5f4294d2000231000000004f,1.21,,F72,61.92,F,24,False,1
Pro24-3G,133,95,75,regular,reload,75F51-12A,33,,"3,5,7,9,12",2019-04-17,85.1,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003d2,1.5,Classic,F51,50,F,24,False,2
RMS-R/C-32/60-100,107,140.4,75.48,regular,reload,F16-RCJ,62.5,http://nar.org/SandT/pdf/Aerotech/F16RCJ.pdf,,2019-04-17,26.35,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000038,5.69,Blackjack,F16,13.27,F,32,False,2
SU 29x85,85,,76.33,OOP,SU,F10,40.7,http://nar.org/SandT/pdf/Aerotech/F10.pdf,"4,6,8",2019-04-17,28.22,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000035,7.13,,F10,10.71,F,29,False,1
SU 29x98,98,,76.83,OOP,SU,F50T,37.9,http://nar.org/SandT/pdf/PML/F50T.pdf,,2019-04-17,79.59,PML,National Association of Rocketry,"Public Missiles, Ltd.",5f4294d2000231000000004a,1.43,,F50,53.73,F,29,False,1
,98,84.9,76.83,regular,SU,F50T,37.9,http://nar.org/SandT/pdf/Aerotech/F50.pdf,"4,6,7,9",2019-04-17,79.59,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000049,1.43,Blue Thunder,F50,53.73,F,29,False,2
,98,84.4,76.83,regular,SU,F50,37.900000000000006,http://www.nar.org/SandT/pdf/Estes/F50T.pdf,6,2020-12-01,79.59,Estes,National Association of Rocketry,Estes Industries,5f4294d200023100000003e6,1.43,,F50,53.73,F,29,False,1
SU 29x112,112,109,77,OOP,SU,F60,38.1,,"4,7,10",2019-04-17,90,Roadrunner,National Association of Rocketry,Roadrunner Rocketry,5f4294d2000231000000004c,1.3,Rapid propellant,F60,60,F,29,False,2
,112,85.7,77.46,regular,SU,F67C,36.8,,"6,9,14",2022-11-03,72.79,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,63628d72a244550004a0cf0a,1.41,Classic,F67,55.22,F,29,False,1
,98,90,77.92,regular,SU,F25W,35.6,http://nar.org/SandT/pdf/Aerotech/F25W.pdf,"4,6,7,9",2019-04-17,46.79,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000040,3.05,White Lightning,F25,25.55,F,29,False,2
SU 29x112,112,111,78,OOP,SU,F35,40.1,,"4,10",2019-04-17,50,Roadrunner,National Association of Rocketry,Roadrunner Rocketry,5f4294d20002310000000044,2.3,Roadrunner propellant,F35,35,F,29,False,2
RMS-29/40-120,124,126.2,78.09,regular,reload,F40W,40,http://nar.org/SandT/pdf/Aerotech/F40.pdf,"4,5,6,7,8,10",2019-04-17,68.07,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000047,2.06,White Lightning,F40,37.91,F,29,False,2
SU 24x124,124,69.5,79.2,OOP,SU,F32,37.7,http://nar.org/SandT/pdf/RocketVision/F32.pdf,"5,10,15",2019-04-17,55.64,RV,National Association of Rocketry,Rocketvision Flight-Star,5f4294d20002310000000043,2.72,,F32,29.12,F,24,False,1
SU 24x95,95,,79.2,OOP,SU,F32W,37.7,http://nar.org/SandT/pdf/Aerotech/F32.pdf,"5,6,7,8,9,10,11,13,15",2019-04-17,55.64,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000042,2.72,White Lightning,F32,29.12,F,24,False,2
RMS-29/100,124,136.5,81.05,regular,reload,G54W,46,http://nar.org/SandT/pdf/Aerotech/G54.pdf,"4,6,8,10",2019-04-17,81.64,AeroTech,National Association of Rocketry,AeroTech,5f4294d2000231000000005a,1.51,White Lightning,G54,53.68,G,29,False,2
RMS-29/100,125,136,81.5,regular,reload,G104T,43.9,,"4,6,8,10",2019-04-17,113.8,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000006d,1,Blue Thunder,G104,104,G,29,False,2
,93,87,82.75,regular,SU,G74W,39.300000000000004,https://nar.org/SandT/pdf/Aerotech/G74W.pdf,"6,8",2022-07-20,95,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000400,1.1,White Lightning,G74,74,G,29,False,2
Pro29-2G,142,152,84.3,regular,reload,84G88-11A,59,,"2,4,6,8,11",2019-04-17,123.6,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002b9,0.96,Smoky Sam,G88,87.7,G,29,False,2
,113,98,84.3,OOP,SU,G142T,44,https://nar.org/SandT/pdf/Aerotech/G142.pdf,"6,8,10,12,14",2022-07-20,173.9,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000247,0.62,8222ALF,G142,135.9,G,29,False,1
29X304.8MM (75CC),305,210,85,OOP,hybrid,G63,5,,,2021-06-13,157.6,SkyR,"Tripoli Rocketry Association, Inc.",Sky Ripper Systems,5f4294d2000231000000005f,1.3,,G63,63,G,29,False,2
RMS-29/100,125,,85,OOP,reload,G101T,46,,"4,6,8,10,12,14",2021-06-13,102.3,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000006c,1,Blue Thunder,G101,101,G,29,False,1
RMS-R/C-32/60-100,107,131,87.22,regular,reload,G12-RCT,51.1,http://nar.org/SandT/pdf/Aerotech/G12RC.pdf,,2019-04-17,20.64,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000050,8.55,Blue Thunder,G12,10.2,G,32,False,2
,124,126,87.68,regular,SU,G38FJ,55,http://nar.org/SandT/pdf/Aerotech/G38.pdf,"4,7",2019-04-17,78.19,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000057,2.18,Black Max,G38,40.22,G,29,False,2
,144,95,89.16,OOP,SU,G42,48.800000000000004,,"4,6,8,10,12",2020-10-07,58.63,AeroTech,National Association of Rocketry,AeroTech,5f7d3c0f606b5d00041d9f9b,2.56,,G42,42,G,24,False,1
RMS-29/40-120,124,146,90.9,regular,reload,G53FJ,60,https://nar.org/SandT/pdf/Aerotech/G53FJ.pdf,"4,5,6,7,8,10",2022-07-20,87.3,AeroTech,National Association of Rocketry,AeroTech,5f4294d200023100000001e2,1.71,Black Max,G53,53.1,G,29,False,2
Pro29-2G,142,143.2,92.9,regular,reload,93G80-14A,50,,"5,7,9,11,14",2019-04-17,112.2,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000311,1.15,Skidmark,G80,80.5,G,29,True,2
,124,122.89999999999999,97.14,regular,SU,G40,55.1,https://nar.org/SandT/pdf/Estes/G40.pdf,"4,7",2022-07-17,84.51,Estes,National Association of Rocketry,Estes Industries,5f4294d200023100000003e7,2.38,,G40,40.88,G,29,False,2
,124,123,97.14,regular,SU,G40W,53.8,http://nar.org/SandT/pdf/Aerotech/G40.pdf,"4,6,7,8,10",2022-01-22,84.51,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000059,2.38,White Lightning,G40,40.88,G,29,False,2
RMS-29/40-120,124,,98.39,OOP,reload,G33,72.2,http://nar.org/SandT/pdf/Aerotech/G33.pdf,"5,7",2019-04-17,50.92,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000053,3.27,,G33,30.09,G,29,False,2
38 16 F PVC (90CC),406,535,100,regular,hybrid,G300-PVC,215,,,2022-01-08,689,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d20002310000000072,0.25,,G300,288,G,38,False,2
38 16 M PVC (140CC),406,516,100,regular,hybrid,G130-PVC,93,,,2019-04-17,706,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d20002310000000070,0.86,,G130,130,G,38,False,2
SU 29x98,98,,100.82,OOP,SU,G35,50,http://nar.org/SandT/pdf/Aerotech/G35.pdf,"4,7",2019-04-17,76.22,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000054,2.91,,G35,34.65,G,29,False,2
,124,122.5,102.86,regular,SU,G77R/L,64,https://nar.org/SandT/pdf/Aerotech/G77.pdf,"4,6,7,8,10",2022-07-20,100.5,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000246,1.28,Redline,G77,80.12,G,29,False,2
RMS-29/120,150,165,105,regular,reload,G77R,58,,"4,6,8,10",2021-06-13,,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000065,1.36363636363636,Redline,G77,77,G,29,False,2
,156.4,131.6,105.02,regular,SU,G72DM-14A,62.5,,"6,8,10,12,14",2019-05-21,105.57,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000467,1.3,Dark Matter,G72,80.78,G,29,True,2
RMS-29/40-120,124,147,107,OOP,reload,G71R,64,https://nar.org/SandT/pdf/Aerotech/G71R.pdf,"4,5,6,7,8,10",2022-07-20,117,AeroTech,National Association of Rocketry,AeroTech,5f4294d200023100000001d0,1.51,Redline,G71,71,G,29,False,3
Pro29-2G,142,145,107.4,regular,reload,107G83-14A,51.1,,"5,7,9,11,14",2019-04-17,99,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000028e,1.29,Blue Streak,G83,83.1,G,29,False,2
Pro29-2G,142,146,107.8,regular,reload,108G57-12A,51.4,,"3,5,7,9,12",2019-04-17,85.4,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000298,1.89,Classic,G57,57.2,G,29,False,2
Pro29-2G,142,155.9,107.8,regular,reload,108G68-13A,59.9,,"4,6,8,10,13",2019-04-17,94.1,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000399,1.61,White,G68,67,G,29,False,2
SU 29x140,140,135,108,OOP,SU,G80,54.7,,"4,7,10",2019-04-17,114,Roadrunner,National Association of Rocketry,Roadrunner Rocketry,5f4294d2000231000000006a,1.4,Rapid propellant,G80,80,G,29,False,2
,124,124,108.3,regular,SU,G79W/L,65,https://nar.org/SandT/pdf/Aerotech/G79.pdf,"4,6,7,8,10",2022-07-20,93.9,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000245,1.5,White Lightning,G79,72.6,G,29,False,1
RMS-29/120,150,157,108.56,regular,reload,G79W,62,,"4,6,8,10",2019-04-17,100.74,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000067,1.42,White Lightning,G79,79,G,29,False,2
RMS-38/120,97,181,108.9,regular,reload,G339N,49,,P,2019-04-17,503.51,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000001cb,0.35,Warp 9,G339,307.53,G,38,False,2
,124,125,109.94,regular,SU,G78G/L,59.7,https://nar.org/SandT/pdf/Aerotech/G78G.pdf,"4,6,7,8,10",2022-07-20,101.9,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000230,1.38,Mojave Green,G78,79.9,G,29,False,3
Pro29-2G,142,141.3,110,regular,reload,110G250-14A,50.6,,"5,7,9,11,14",2019-04-17,288.3,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000379,0.45,Vmax,G250,243.7,G,29,False,2
RMS-38/120,106,201,110,regular,reload,G67R,60,,"4,6,8,10",2021-06-13,,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000061,1.64179104477612,Redline,G67,67,G,38,False,2
38/120,127,240,110,regular,reload,HP-G69-SF,63,https://www.lokiresearch.com/images/Documents/38mm%20Spitfire.pdf,"5,8,10,13,17",2021-07-24,97,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d200023100000002f3,1.6,Spitfire,G69,69,G,38,True,2
RMS-38/120,106,194,110.5,regular,reload,G61W,62.3,,"4,6,8,10",2021-06-13,63.2,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000005e,2.04,White Lightning,G61,61,G,38,False,2
SU 24x181,181,,110.5,OOP,SU,G37,62,,"6,10,P",2019-04-17,68,Ellis,"Tripoli Rocketry Association, Inc.",Ellis Mountain,5f4294d20002310000000056,3.1,,G37,37,G,24,False,2
SU 29x149,149,,113.5,OOP,SU,G20,62,,,2019-04-17,46,Ellis,"Tripoli Rocketry Association, Inc.",Ellis Mountain,5f4294d20002310000000051,5.47,,G20,20,G,29,False,2
SU 29x124,124,,113.74,OOP,SU,G40W,62.4,http://nar.org/SandT/pdf/PML/G40W.pdf,"4,7",2019-04-17,66.85,PML,National Association of Rocketry,"Public Missiles, Ltd.",5f4294d20002310000000058,3.06,,G40,37.17,G,29,False,1
Pro24-6G,228,159,114.5,regular,reload,114G100-14A,63.3,,"5,7,9,11,14",2019-04-17,178.8,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003b9,1.17,Skidmark,G100,98.1,G,24,True,2
,157,133,115.15,regular,SU,G75M,67,,"7,9,11,13",2020-09-23,110.72,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000046e,1.31,Metalstorm,G75,87.54,G,29,True,2
Pro29-2G,142,145,116,regular,reload,116G126-13A,52.1,,"4,6,8,10,13",2019-04-17,167.4,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002c2,0.93,White Thunder,G126,125.8,G,29,False,2
SU 29x124,124,,116.25,OOP,SU,G80T,57.4,http://nar.org/SandT/pdf/PML/G80T.pdf,"4,7",2019-04-17,105.18,PML,National Association of Rocketry,"Public Missiles, Ltd.",5f4294d20002310000000069,1.5,,G80,77.5,G,29,False,1
RMS-29/120,124,121,117.5,regular,reload,G25W,62.5,http://nar.org/SandT/pdf/Aerotech/G25.pdf,"4,6,8,10",2019-04-17,41.18,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000052,5.3,White Lightning,G25,22.17,G,29,False,3
38 16 F HP (90CC),414,544,117.95,regular,hybrid,G234-HP,110,,,2019-04-17,606.5,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d20002310000000071,0.53,,G234,221,G,38,False,2
RMS-29/40-120,124,147,118,regular,reload,G76G,60,https://nar.org/SandT/pdf/Aerotech/G76G.pdf,"4,5,6,7,8,10",2022-07-20,196,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000214,1.5,Mojave Green,G76,76,G,29,False,3
RMS-29/40-120,124,151,118.8,regular,reload,G64W,62.5,http://nar.org/SandT/pdf/Aerotech/G64.pdf,"4,5,6,7,8,10",2019-04-17,98.31,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000060,2.09,White Lightning,G64,56.84,G,29,False,1
38/120,122.2,242,119,regular,reload,G70-CT,64,https://www.lokiresearch.com/images/Documents/38mm%20cocktail.pdf,"8,10,12,14,18",2021-07-24,101,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d2000231000000044a,1.7,Cocktail,G70,70,G,38,False,1
SU 24x177,177,,119.57,OOP,SU,G55,62.5,http://nar.org/SandT/pdf/RocketVision/G55.pdf,"5,10,15",2019-04-17,84.65,RV,National Association of Rocketry,Rocketvision Flight-Star,5f4294d2000231000000005c,2.44,,G55,49,G,24,False,1
SU 24x177,177,,119.57,OOP,SU,G55,62.5,http://nar.org/SandT/pdf/Aerotech/G55.pdf,"5,6,7,8,9,10,11,13,15",2019-04-17,84.65,AeroTech,National Association of Rocketry,AeroTech,5f4294d2000231000000005b,2.44,,G55,49,G,24,False,2
,123.9,131,120.39,OOP,SU,HP-G75M,66.8,,"4,6,7,8,10",2020-05-01,102,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000386,1.61,Metalstorm,G75,74.74,G,29,True,1
38/120,122,240,121,regular,reload,HP-G94-IB,62,http://www.lokiresearch.com/images/Documents/38mm%20Ice%20Blue.pdf,"5,8,11,14,18",2021-07-24,131,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d2000231000000044b,1.29,Ice Blue,G94,94,G,38,False,1
Pro38-1G,127,197,121.1,regular,reload,117G69-14A,61.5,,"5,7,9,11,14",2021-06-13,103.9,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000063,1.75,Skidmark,G69,69.2,G,38,True,4
38/120,127,255,122.52,regular,reload,G80-LW,60,https://www.lokiresearch.com/images/Documents/38mm%20White.pdf,"5,8,10,13,17",2021-07-24,129.4,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d20002310000000234,1.52,Loki White,G80,80.46,G,38,False,2
SU 29x165,165,,124,OOP,SU,G35,62,,"6,10",2019-04-17,56,Ellis,"Tripoli Rocketry Association, Inc.",Ellis Mountain,5f4294d20002310000000055,3.9,,G35,35,G,29,False,2
Pro29-3G,187,200,125.2,regular,reload,125G131-14A,88.6,,"5,7,9,11,14",2019-04-17,182.6,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002ba,0.96,Smoky Sam,G131,130.8,G,29,False,2
Pro38-1G,127,197,127.3,regular,reload,127G46-11A,62.5,,"2,4,6,8,11",2021-06-13,112.7,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000235,2.76,Classic,G46,46.2,G,38,False,1
29X406.4MM (125CC),406,236,128,OOP,hybrid,G69,5,,,2021-06-13,137.9,SkyR,"Tripoli Rocketry Association, Inc.",Sky Ripper Systems,5f4294d20002310000000062,1.8,,G69,69,G,29,False,2
,124,125,128,regular,SU,G125T,59.6,,"6,8,10,12,14",2019-04-17,160,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000003f9,0.95,Blue Thunder,G125,125,G,29,False,2
Pro38-1G,127,188.4,128,regular,reload,128G185-12A,62.1,,"3,5,7,9,12",2019-04-17,212.16,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000025a,0.69,Vmax,G185,183.3,G,38,False,1
Pro38-1G,125,226,129,regular,reload,129G79-13A,82.7,,"4,6,8,10,13",2021-06-13,95.85,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000066,1.63,Smoky Sam,G79,79.9,G,38,False,3
,156,157.1,129.99,regular,SU,G8ST,83.4,,P,2021-01-30,7.85,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000462,19.81,Super Thunder,G8,6.56,G,29,False,3
