motorId,time,thrust
5f4294d2000231000000008c,0.341,249.1
5f4294d2000231000000008c,0.381,253.41
5f4294d2000231000000008c,0.421,258.553
5f4294d2000231000000008c,0.461,260.221
5f4294d2000231000000008c,0.502,257.997
5f4294d2000231000000008c,0.543,259.248
5f4294d2000231000000008c,0.583,256.607
5f4294d2000231000000008c,0.623,252.436
5f4294d2000231000000008c,0.663,245.056
5f4294d2000231000000008c,0.704,219.909
5f4294d2000231000000008c,0.744,209.344
5f4294d2000231000000008c,0.784,200.587
5f4294d2000231000000008c,0.824,193.565
5f4294d2000231000000008c,0.865,184.323
5f4294d2000231000000008c,0.905,153.881
5f4294d2000231000000008c,0.945,58.244
5f4294d2000231000000008c,0.986,13.21
5f4294d2000231000000008c,1.027,0.0
5f4294d200023100000001d5,0.001,0.05
5f4294d200023100000001d5,0.002,1.04339
5f4294d200023100000001d5,0.006,1.49626
5f4294d200023100000001d5,0.01,3.99151
5f4294d200023100000001d5,0.012,7.18827
5f4294d200023100000001d5,0.016,31.7855
5f4294d200023100000001d5,0.018,38.6675
5f4294d200023100000001d5,0.02,43.507
5f4294d200023100000001d5,0.028,55.3616
5f4294d200023100000001d5,0.034,58.4696
5f4294d200023100000001d5,0.04,63.3535
5f4294d200023100000001d5,0.042,66.4615
5f4294d200023100000001d5,0.054,74.0094
5f4294d200023100000001d5,0.066,76.2294
5f4294d200023100000001d5,0.124,75.7854
5f4294d200023100000001d5,0.17,77.5614
5f4294d200023100000001d5,0.668,82.0013
5f4294d200023100000001d5,0.72,83.7773
5f4294d200023100000001d5,1.1239,86.4412
5f4294d200023100000001d5,1.4159,85.9972
5f4294d200023100000001d5,1.4619,84.2213
5f4294d200023100000001d5,1.4959,80.2253
5f4294d200023100000001d5,1.5439,71.7894
5f4294d200023100000001d5,1.7059,29.832
5f4294d200023100000001d5,1.7479,20.7301
5f4294d200023100000001d5,1.8259,9.23064
5f4294d200023100000001d5,1.9019,4.21351
5f4294d200023100000001d5,2.0,0.0
5f4294d20002310000000455,0.003,133.038
5f4294d20002310000000455,0.005,223.16
5f4294d20002310000000455,0.007,267.302
5f4294d20002310000000455,0.009,285.694
5f4294d20002310000000455,0.017,296.73
5f4294d20002310000000455,0.045,300.408
5f4294d20002310000000455,0.049,310.83
5f4294d20002310000000455,0.052,301.634
5f4294d20002310000000455,0.066,304.7
5f4294d20002310000000455,0.081,312.67
5f4294d20002310000000455,0.094,308.378
5f4294d20002310000000455,0.108,315.122
5f4294d20002310000000455,0.222,331.062
5f4294d20002310000000455,0.225,337.193
5f4294d20002310000000455,0.229,332.901
5f4294d20002310000000455,0.336,316.348
5f4294d20002310000000455,0.371,312.67
5f4294d20002310000000455,0.404,300.408
5f4294d20002310000000455,0.435,289.986
5f4294d20002310000000455,0.449,290.599
5f4294d20002310000000455,0.47,278.337
5f4294d20002310000000455,0.499,274.046
5f4294d20002310000000455,0.538,257.493
5f4294d20002310000000455,0.572,239.1
5f4294d20002310000000455,0.593,239.713
5f4294d20002310000000455,0.606,226.839
5f4294d20002310000000455,0.636,225.613
5f4294d20002310000000455,0.644,221.934
5f4294d20002310000000455,0.658,178.406
5f4294d20002310000000455,0.67,129.972
5f4294d20002310000000455,0.677,121.389
5f4294d20002310000000455,0.688,91.962
5f4294d20002310000000455,0.691,98.092
5f4294d20002310000000455,0.722,41.689
5f4294d20002310000000455,0.738,23.297
5f4294d20002310000000455,0.74,0.0
5f4294d2000231000000044e,0.009,88.796
5f4294d2000231000000044e,0.012,133.194
5f4294d2000231000000044e,0.017,221.318
5f4294d2000231000000044e,0.019,243.517
5f4294d2000231000000044e,0.04,256.971
5f4294d2000231000000044e,0.104,278.497
5f4294d2000231000000044e,0.112,295.987
5f4294d2000231000000044e,0.124,275.806
5f4294d2000231000000044e,0.203,276.479
5f4294d2000231000000044e,0.294,273.116
5f4294d2000231000000044e,0.4,264.371
5f4294d2000231000000044e,0.499,254.28
5f4294d2000231000000044e,0.6,241.499
5f4294d2000231000000044e,0.65,234.772
5f4294d2000231000000044e,0.698,226.027
5f4294d2000231000000044e,0.74,213.918
5f4294d2000231000000044e,0.8,191.719
5f4294d2000231000000044e,0.842,177.592
5f4294d2000231000000044e,0.891,161.448
5f4294d2000231000000044e,0.937,150.685
5f4294d2000231000000044e,0.957,151.357
5f4294d2000231000000044e,0.971,133.867
5f4294d2000231000000044e,0.999,91.487
5f4294d2000231000000044e,1.024,44.398
5f4294d2000231000000044e,1.04,21.526
5f4294d2000231000000044e,1.055,8.072
5f4294d2000231000000044e,1.081,0.0
5f4294d20002310000000449,0.01,4.448
5f4294d20002310000000449,0.027,3.14
5f4294d20002310000000449,0.051,12.298
5f4294d20002310000000449,0.07,22.764
5f4294d20002310000000449,0.092,45.006
5f4294d20002310000000449,0.104,66.723
5f4294d20002310000000449,0.111,80.068
5f4294d20002310000000449,0.13,89.488
5f4294d20002310000000449,0.145,97.861
5f4294d20002310000000449,0.176,106.496
5f4294d20002310000000449,0.21,112.252
5f4294d20002310000000449,0.246,114.607
5f4294d20002310000000449,0.287,115.654
5f4294d20002310000000449,0.359,113.299
5f4294d20002310000000449,0.506,106.757
5f4294d20002310000000449,0.598,102.571
5f4294d20002310000000449,0.757,94.721
5f4294d20002310000000449,1.006,80.853
5f4294d20002310000000449,1.196,66.462
5f4294d20002310000000449,1.473,44.482
5f4294d20002310000000449,1.51,41.081
5f4294d20002310000000449,1.691,26.428
5f4294d20002310000000449,1.763,21.456
5f4294d20002310000000449,1.823,16.746
5f4294d20002310000000449,1.879,14.13
5f4294d20002310000000449,2.016,7.326
5f4294d20002310000000449,2.091,4.448
5f4294d20002310000000449,2.117,4.71
5f4294d20002310000000449,2.129,0.0
5f4294d20002310000000447,0.031,15.69
5f4294d20002310000000447,0.043,51.386
5f4294d20002310000000447,0.058,133.368
5f4294d20002310000000447,0.059,156.904
5f4294d20002310000000447,0.08,197.306
5f4294d20002310000000447,0.096,205.936
5f4294d20002310000000447,0.14,191.815
5f4294d20002310000000447,0.325,190.246
5f4294d20002310000000447,0.501,182.793
5f4294d20002310000000447,0.779,164.749
5f4294d20002310000000447,0.89,153.766
5f4294d20002310000000447,1.003,139.644
5f4294d20002310000000447,1.21,113.755
5f4294d20002310000000447,1.5,72.568
5f4294d20002310000000447,1.721,43.933
5f4294d20002310000000447,1.784,34.127
5f4294d20002310000000447,1.844,29.812
5f4294d20002310000000447,1.876,25.497
5f4294d20002310000000447,1.909,20.005
5f4294d20002310000000447,2.001,0.0
5f4294d20002310000000442,0.011,90.913
5f4294d20002310000000442,0.029,180.689
5f4294d20002310000000442,0.04,207.962
5f4294d20002310000000442,0.055,235.236
5f4294d20002310000000442,0.086,260.237
5f4294d20002310000000442,0.11,250.578
5f4294d20002310000000442,0.147,246.6
5f4294d20002310000000442,0.19,252.85
5f4294d20002310000000442,0.226,242.623
5f4294d20002310000000442,0.266,235.236
5f4294d20002310000000442,0.304,238.645
5f4294d20002310000000442,0.348,226.713
5f4294d20002310000000442,0.4,215.349
5f4294d20002310000000442,0.419,220.463
5f4294d20002310000000442,0.432,207.962
5f4294d20002310000000442,0.531,177.279
5f4294d20002310000000442,0.601,151.71
5f4294d20002310000000442,1.184,69.321
5f4294d20002310000000442,1.216,69.321
5f4294d20002310000000442,1.351,46.593
5f4294d20002310000000442,1.402,40.342
5f4294d20002310000000442,1.633,0.0
5f4294d20002310000000440,0.004,46.916
5f4294d20002310000000440,0.031,66.29
5f4294d20002310000000440,0.047,97.334
5f4294d20002310000000440,0.096,109.005
5f4294d20002310000000440,0.193,116.474
5f4294d20002310000000440,0.302,124.877
5f4294d20002310000000440,0.391,123.01
5f4294d20002310000000440,0.498,127.911
5f4294d20002310000000440,0.604,128.845
5f4294d20002310000000440,0.696,130.245
5f4294d20002310000000440,0.798,128.612
5f4294d20002310000000440,0.902,128.845
5f4294d20002310000000440,0.998,127.445
5f4294d20002310000000440,1.098,126.511
5f4294d20002310000000440,1.2,116.941
5f4294d20002310000000440,1.3,114.607
5f4294d20002310000000440,1.4,110.172
5f4294d20002310000000440,1.5,98.268
5f4294d20002310000000440,1.6,90.798
5f4294d20002310000000440,1.7,80.061
5f4294d20002310000000440,1.802,68.624
5f4294d20002310000000440,1.9,65.356
5f4294d20002310000000440,2.0,56.953
5f4294d20002310000000440,2.1,49.484
5f4294d20002310000000440,2.202,25.209
5f4294d20002310000000440,2.298,5.135
5f4294d20002310000000440,2.398,0.0
5f4294d20002310000000349,0.005,39.948
5f4294d20002310000000349,0.009,78.254
5f4294d20002310000000349,0.025,121.759
5f4294d20002310000000349,0.032,123.948
5f4294d20002310000000349,0.057,123.401
5f4294d20002310000000349,0.081,123.948
5f4294d20002310000000349,0.121,124.222
5f4294d20002310000000349,0.172,129.421
5f4294d20002310000000349,0.201,131.883
5f4294d20002310000000349,0.296,135.44
5f4294d20002310000000349,0.337,137.903
5f4294d20002310000000349,0.397,138.723
5f4294d20002310000000349,0.436,134.619
5f4294d20002310000000349,0.493,139.271
5f4294d20002310000000349,0.552,135.44
5f4294d20002310000000349,0.599,138.997
5f4294d20002310000000349,0.691,137.629
5f4294d20002310000000349,0.796,135.44
5f4294d20002310000000349,0.888,132.978
5f4294d20002310000000349,0.935,129.147
5f4294d20002310000000349,0.971,130.789
5f4294d20002310000000349,0.991,128.6
5f4294d20002310000000349,1.015,112.183
5f4294d20002310000000349,1.057,89.199
5f4294d20002310000000349,1.093,67.31
5f4294d20002310000000349,1.152,44.599
5f4294d20002310000000349,1.192,32.56
5f4294d20002310000000349,1.236,21.342
5f4294d20002310000000349,1.264,16.417
5f4294d20002310000000349,1.291,12.586
5f4294d20002310000000349,1.312,10.124
5f4294d20002310000000349,1.352,5.746
5f4294d20002310000000349,1.393,2.736
5f4294d20002310000000349,1.465,0.0
5f4294d2000231000000034a,0.028,31.802
5f4294d2000231000000034a,0.049,70.288
5f4294d2000231000000034a,0.082,58.742
5f4294d2000231000000034a,0.142,64.414
5f4294d2000231000000034a,0.716,79.606
5f4294d2000231000000034a,1.179,88.721
5f4294d2000231000000034a,1.568,75.352
5f4294d2000231000000034a,1.606,74.34
5f4294d2000231000000034a,1.611,68.06
5f4294d2000231000000034a,1.704,57.122
5f4294d2000231000000034a,1.773,45.981
5f4294d2000231000000034a,1.812,30.181
5f4294d2000231000000034a,1.853,18.838
5f4294d2000231000000034a,1.894,11.343
5f4294d2000231000000034a,1.936,5.469
5f4294d2000231000000034a,2.026,0.0
5f4294d20002310000000405,0.007,82.404
5f4294d20002310000000405,0.031,159.208
5f4294d20002310000000405,0.091,158.408
5f4294d20002310000000405,0.186,182.409
5f4294d20002310000000405,0.5,192.009
5f4294d20002310000000405,0.904,188.809
5f4294d20002310000000405,1.054,175.209
5f4294d20002310000000405,1.106,180.809
5f4294d20002310000000405,1.144,200.81
5f4294d20002310000000405,1.163,162.408
5f4294d20002310000000405,1.201,36.802
5f4294d20002310000000405,1.212,16.801
5f4294d20002310000000405,1.235,0.0
5f4294d200023100000003f9,0.008,89.654
5f4294d200023100000003f9,0.017,117.24
5f4294d200023100000003f9,0.027,119.654
5f4294d200023100000003f9,0.047,111.033
5f4294d200023100000003f9,0.115,124.826
5f4294d200023100000003f9,0.2,134.136
5f4294d200023100000003f9,0.399,149.308
5f4294d200023100000003f9,0.601,155.17
5f4294d200023100000003f9,0.8,138.274
5f4294d200023100000003f9,0.824,133.791
5f4294d200023100000003f9,0.878,88.964
5f4294d200023100000003f9,0.914,44.482
5f4294d200023100000003f9,0.933,22.414
5f4294d200023100000003f9,0.974,2.069
5f4294d200023100000003f9,1.001,0.0
5f4294d200023100000003fa,0.014,89.265
5f4294d200023100000003fa,0.024,130.742
5f4294d200023100000003fa,0.036,108.2
5f4294d200023100000003fa,0.048,101.588
5f4294d200023100000003fa,0.081,111.206
5f4294d200023100000003fa,0.202,121.124
5f4294d200023100000003fa,0.405,123.228
5f4294d200023100000003fa,0.598,123.829
5f4294d200023100000003fa,0.8,123.528
5f4294d200023100000003fa,1.002,122.326
5f4294d200023100000003fa,1.2,114.211
5f4294d200023100000003fa,1.269,111.807
5f4294d200023100000003fa,1.293,111.506
5f4294d200023100000003fa,1.35,119.32
5f4294d200023100000003fa,1.367,117.818
5f4294d200023100000003fa,1.393,111.807
5f4294d200023100000003fa,1.429,88.964
5f4294d200023100000003fa,1.467,67.024
5f4294d200023100000003fa,1.524,44.182
5f4294d200023100000003fa,1.562,22.842
5f4294d200023100000003fa,1.583,13.224
5f4294d200023100000003fa,1.6,6.913
5f4294d200023100000003fa,1.626,3.306
5f4294d200023100000003fa,1.662,1.202
5f4294d200023100000003fa,1.693,0.0
5f4294d200023100000003f3,0.003,178.052
5f4294d200023100000003f3,0.005,224.131
5f4294d200023100000003f3,0.013,252.516
5f4294d200023100000003f3,0.019,256.571
5f4294d200023100000003f3,0.022,248.461
5f4294d200023100000003f3,0.058,239.614
5f4294d200023100000003f3,0.1,240.351
5f4294d200023100000003f3,0.199,235.559
5f4294d200023100000003f3,0.255,228.555
5f4294d200023100000003f3,0.285,227.449
5f4294d200023100000003f3,0.301,230.767
5f4294d200023100000003f3,0.399,223.025
5f4294d200023100000003f3,0.5,223.025
5f4294d200023100000003f3,0.603,220.445
5f4294d200023100000003f3,0.774,217.127
5f4294d200023100000003f3,0.802,211.598
5f4294d200023100000003f3,0.899,201.644
5f4294d200023100000003f3,0.961,180.632
5f4294d200023100000003f3,0.999,169.942
5f4294d200023100000003f3,1.023,161.094
5f4294d200023100000003f3,1.054,155.196
5f4294d200023100000003f3,1.101,69.304
5f4294d200023100000003f3,1.169,0.0
5f4294d20002310000000068,0.013,89.054
5f4294d20002310000000068,0.018,101.584
5f4294d20002310000000068,0.029,105.388
5f4294d20002310000000068,0.047,102.927
5f4294d20002310000000068,0.104,100.018
5f4294d20002310000000068,0.19,102.255
5f4294d20002310000000068,0.268,104.94
5f4294d20002310000000068,0.306,104.269
5f4294d20002310000000068,0.352,105.835
5f4294d20002310000000068,0.41,104.94
5f4294d20002310000000068,0.432,106.73
5f4294d20002310000000068,0.512,105.612
5f4294d20002310000000068,0.563,106.954
5f4294d20002310000000068,0.591,104.493
5f4294d20002310000000068,0.62,106.283
5f4294d20002310000000068,0.715,103.15
5f4294d20002310000000068,0.76,103.374
5f4294d20002310000000068,0.806,101.36
5f4294d20002310000000068,0.848,102.032
5f4294d20002310000000068,1.2,88.383
5f4294d20002310000000068,1.243,77.866
5f4294d20002310000000068,1.269,57.952
5f4294d20002310000000068,1.302,44.079
5f4294d20002310000000068,1.329,34.011
5f4294d20002310000000068,1.367,26.403
5f4294d20002310000000068,1.398,22.823
5f4294d20002310000000068,1.433,20.585
5f4294d20002310000000068,1.48,21.704
5f4294d20002310000000068,1.508,20.809
5f4294d20002310000000068,1.584,13.201
5f4294d20002310000000068,1.604,11.635
5f4294d20002310000000068,1.652,11.188
5f4294d20002310000000068,1.683,5.37
5f4294d20002310000000068,1.701,0.0
5f4294d200023100000003ea,0.007,286.726
5f4294d200023100000003ea,0.013,346.018
5f4294d200023100000003ea,0.022,310.619
5f4294d200023100000003ea,0.039,226.991
5f4294d200023100000003ea,0.066,206.097
5f4294d200023100000003ea,0.343,174.779
5f4294d200023100000003ea,0.672,138.496
5f4294d200023100000003ea,0.775,75.664
5f4294d200023100000003ea,0.899,29.204
5f4294d200023100000003ea,0.982,13.274
5f4294d200023100000003ea,1.015,0.0
5f4294d200023100000003f1,0.014,159.806
5f4294d200023100000003f1,0.045,110.931
5f4294d200023100000003f1,0.104,144.43
5f4294d200023100000003f1,0.131,135.643
5f4294d200023100000003f1,0.252,154.315
5f4294d200023100000003f1,0.293,130.701
5f4294d200023100000003f1,0.387,149.921
5f4294d200023100000003f1,1.005,140.037
5f4294d200023100000003f1,1.261,119.168
5f4294d200023100000003f1,1.297,142.233
5f4294d200023100000003f1,1.324,109.833
5f4294d200023100000003f1,1.387,120.267
5f4294d200023100000003f1,1.518,110.382
5f4294d200023100000003f1,1.595,80.727
5f4294d200023100000003f1,1.685,60.408
5f4294d200023100000003f1,1.797,33.499
5f4294d200023100000003f1,1.896,14.278
5f4294d200023100000003f1,2.072,0.0
5f4294d200023100000003ba,0.018,164.454
5f4294d200023100000003ba,0.029,175.478
5f4294d200023100000003ba,0.042,172.103
5f4294d200023100000003ba,0.14,179.753
5f4294d200023100000003ba,0.378,158.83
5f4294d200023100000003ba,0.578,138.583
5f4294d200023100000003ba,0.763,121.485
5f4294d200023100000003ba,0.838,97.638
5f4294d200023100000003ba,0.9,62.317
5f4294d200023100000003ba,0.966,32.621
5f4294d200023100000003ba,1.056,13.048
5f4294d200023100000003ba,1.081,0.0
5f4294d200023100000003b1,0.002,113.497
5f4294d200023100000003b1,0.043,118.736
5f4294d200023100000003b1,0.098,125.065
5f4294d200023100000003b1,0.138,126.157
5f4294d200023100000003b1,0.198,133.578
5f4294d200023100000003b1,0.251,140.999
5f4294d200023100000003b1,0.293,146.019
5f4294d200023100000003b1,0.347,148.856
5f4294d200023100000003b1,0.398,156.932
5f4294d200023100000003b1,0.447,160.861
5f4294d200023100000003b1,0.5,165.881
5f4294d200023100000003b1,0.548,169.591
5f4294d200023100000003b1,0.601,173.738
5f4294d200023100000003b1,0.646,177.449
5f4294d200023100000003b1,0.697,183.123
5f4294d200023100000003b1,0.739,182.032
5f4294d200023100000003b1,0.798,182.469
5f4294d200023100000003b1,0.839,181.159
5f4294d200023100000003b1,0.901,182.469
5f4294d200023100000003b1,0.947,194.691
5f4294d200023100000003b1,0.972,185.306
5f4294d200023100000003b1,0.986,174.611
5f4294d200023100000003b1,0.998,161.515
5f4294d200023100000003b1,1.0,156.714
5f4294d200023100000003b1,1.012,143.618
5f4294d200023100000003b1,1.018,133.796
5f4294d200023100000003b1,1.026,120.263
5f4294d200023100000003b1,1.031,111.969
5f4294d200023100000003b1,1.036,98.437
5f4294d200023100000003b1,1.041,89.052
5f4294d200023100000003b1,1.044,77.484
5f4294d200023100000003b1,1.049,67.662
5f4294d200023100000003b1,1.054,54.784
5f4294d200023100000003b1,1.059,46.708
5f4294d200023100000003b1,1.064,33.176
5f4294d200023100000003b1,1.073,23.136
5f4294d200023100000003b1,1.082,12.659
5f4294d200023100000003b1,1.098,0.873
5f4294d200023100000003b1,1.099,0.0
5f4294d2000231000000039e,0.029,90.25
5f4294d2000231000000039e,0.046,69.17
5f4294d2000231000000039e,0.058,59.947
5f4294d2000231000000039e,0.084,47.167
5f4294d2000231000000039e,0.171,57.971
5f4294d2000231000000039e,0.28,59.552
5f4294d2000231000000039e,0.455,61.265
5f4294d2000231000000039e,0.586,61.66
5f4294d2000231000000039e,0.741,62.319
5f4294d2000231000000039e,0.952,63.768
5f4294d2000231000000039e,1.217,64.69
5f4294d2000231000000039e,1.43,63.768
5f4294d2000231000000039e,1.626,61.265
5f4294d2000231000000039e,1.807,58.103
5f4294d2000231000000039e,1.959,53.887
5f4294d2000231000000039e,2.104,48.353
5f4294d2000231000000039e,2.168,47.563
5f4294d2000231000000039e,2.21,44.005
5f4294d2000231000000039e,2.247,37.286
5f4294d2000231000000039e,2.329,22.266
5f4294d2000231000000039e,2.375,10.277
5f4294d2000231000000039e,2.414,2.767
5f4294d2000231000000039e,2.442,1.186
5f4294d2000231000000039e,2.5,0.0
5f4294d2000231000000039a,0.012,166.804
5f4294d2000231000000039a,0.054,158.622
5f4294d2000231000000039a,0.101,155.718
5f4294d2000231000000039a,0.156,153.079
5f4294d2000231000000039a,0.223,151.496
5f4294d2000231000000039a,0.312,150.44
5f4294d2000231000000039a,0.566,150.968
5f4294d2000231000000039a,0.706,149.12
5f4294d2000231000000039a,0.946,143.842
5f4294d2000231000000039a,1.121,140.411
5f4294d2000231000000039a,1.222,136.452
5f4294d2000231000000039a,1.278,136.979
5f4294d2000231000000039a,1.341,131.437
5f4294d2000231000000039a,1.374,126.686
5f4294d2000231000000039a,1.4,117.185
5f4294d2000231000000039a,1.431,100.029
5f4294d2000231000000039a,1.482,71.261
5f4294d2000231000000039a,1.535,49.355
5f4294d2000231000000039a,1.558,30.88
5f4294d2000231000000039a,1.598,11.877
5f4294d2000231000000039a,1.62,5.015
5f4294d2000231000000039a,1.644,2.375
5f4294d2000231000000039a,1.676,0.0
5f4294d20002310000000398,0.017,103.061
5f4294d20002310000000398,0.047,83.272
5f4294d20002310000000398,0.088,91.821
5f4294d20002310000000398,0.155,97.836
5f4294d20002310000000398,0.199,89.288
5f4294d20002310000000398,0.271,80.264
5f4294d20002310000000398,0.406,76.623
5f4294d20002310000000398,0.599,73.773
5f4294d20002310000000398,0.898,69.024
5f4294d20002310000000398,1.182,66.016
5f4294d20002310000000398,1.475,60.475
5f4294d20002310000000398,1.785,53.826
5f4294d20002310000000398,2.099,44.802
5f4294d20002310000000398,2.296,38.945
5f4294d20002310000000398,2.577,27.546
5f4294d20002310000000398,2.845,16.148
5f4294d20002310000000398,3.097,6.491
5f4294d20002310000000398,3.199,2.058
5f4294d20002310000000398,3.298,1.108
5f4294d20002310000000398,3.5,0.0
5f4294d20002310000000390,0.005,114.776
5f4294d20002310000000390,0.006,177.441
5f4294d20002310000000390,0.01,222.625
5f4294d20002310000000390,0.016,243.404
5f4294d20002310000000390,0.019,247.032
5f4294d20002310000000390,0.037,215.369
5f4294d20002310000000390,0.077,206.135
5f4294d20002310000000390,0.12,204.485
5f4294d20002310000000390,0.163,200.198
5f4294d20002310000000390,0.204,195.91
5f4294d20002310000000390,0.249,192.942
5f4294d20002310000000390,0.316,186.675
5f4294d20002310000000390,0.387,180.409
5f4294d20002310000000390,0.444,176.121
5f4294d20002310000000390,0.536,168.206
5f4294d20002310000000390,0.616,160.62
5f4294d20002310000000390,0.639,156.662
5f4294d20002310000000390,0.676,142.48
5f4294d20002310000000390,0.715,114.776
5f4294d20002310000000390,0.75,93.008
5f4294d20002310000000390,0.784,72.23
5f4294d20002310000000390,0.831,49.802
5f4294d20002310000000390,0.889,31.662
5f4294d20002310000000390,0.923,21.768
5f4294d20002310000000390,0.953,14.842
5f4294d20002310000000390,0.996,8.245
5f4294d20002310000000390,1.03,5.937
5f4294d20002310000000390,1.061,2.309
5f4294d20002310000000390,1.099,0.0
5f4294d20002310000000391,0.006,133.228
5f4294d20002310000000391,0.011,198.418
5f4294d20002310000000391,0.022,221.835
5f4294d20002310000000391,0.046,212.658
5f4294d20002310000000391,0.081,218.354
5f4294d20002310000000391,0.125,214.873
5f4294d20002310000000391,0.168,210.443
5f4294d20002310000000391,0.219,204.43
5f4294d20002310000000391,0.253,195.886
5f4294d20002310000000391,0.274,183.544
5f4294d20002310000000391,0.305,88.291
5f4294d20002310000000391,0.412,93.671
5f4294d20002310000000391,0.529,93.987
5f4294d20002310000000391,0.663,94.304
5f4294d20002310000000391,0.789,93.987
5f4294d20002310000000391,0.899,91.139
5f4294d20002310000000391,0.953,89.873
5f4294d20002310000000391,0.999,87.025
5f4294d20002310000000391,1.03,81.329
5f4294d20002310000000391,1.057,69.937
5f4294d20002310000000391,1.102,54.114
5f4294d20002310000000391,1.154,42.405
5f4294d20002310000000391,1.197,31.646
5f4294d20002310000000391,1.277,17.089
5f4294d20002310000000391,1.335,9.81
5f4294d20002310000000391,1.398,3.165
5f4294d20002310000000391,1.451,0.0
5f4294d20002310000000393,0.008,168.643
5f4294d20002310000000393,0.013,177.339
5f4294d20002310000000393,0.022,177.866
5f4294d20002310000000393,0.035,171.278
5f4294d20002310000000393,0.063,157.839
5f4294d20002310000000393,0.103,154.941
5f4294d20002310000000393,0.151,151.515
5f4294d20002310000000393,0.196,148.88
5f4294d20002310000000393,0.246,147.563
5f4294d20002310000000393,0.311,144.137
5f4294d20002310000000393,0.391,140.711
5f4294d20002310000000393,0.474,138.076
5f4294d20002310000000393,0.564,135.705
5f4294d20002310000000393,0.662,131.225
5f4294d20002310000000393,0.762,125.955
5f4294d20002310000000393,0.858,116.733
5f4294d20002310000000393,0.928,101.713
5f4294d20002310000000393,0.973,83.004
5f4294d20002310000000393,1.038,57.444
5f4294d20002310000000393,1.08,42.688
5f4294d20002310000000393,1.131,31.884
5f4294d20002310000000393,1.185,17.655
5f4294d20002310000000393,1.224,9.486
5f4294d20002310000000393,1.258,5.27
5f4294d20002310000000393,1.322,2.372
5f4294d20002310000000393,1.4,0.791
5f4294d20002310000000393,1.441,0.0
5f4294d20002310000000395,0.011,157.857
5f4294d20002310000000395,0.024,149.524
5f4294d20002310000000395,0.042,132.143
5f4294d20002310000000395,0.057,125.476
5f4294d20002310000000395,0.094,134.048
5f4294d20002310000000395,0.122,131.19
5f4294d20002310000000395,0.175,106.429
5f4294d20002310000000395,0.269,94.048
5f4294d20002310000000395,0.376,87.381
5f4294d20002310000000395,0.54,82.143
5f4294d20002310000000395,0.707,78.333
5f4294d20002310000000395,0.845,74.762
5f4294d20002310000000395,1.002,71.19
5f4294d20002310000000395,1.206,65.476
5f4294d20002310000000395,1.376,57.857
5f4294d20002310000000395,1.553,48.333
5f4294d20002310000000395,1.726,39.048
5f4294d20002310000000395,1.914,28.333
5f4294d20002310000000395,2.061,18.095
5f4294d20002310000000395,2.205,8.571
5f4294d20002310000000395,2.299,3.095
5f4294d20002310000000395,2.398,0.0
5f4294d20002310000000396,0.005,80.264
5f4294d20002310000000396,0.017,94.69
5f4294d20002310000000396,0.023,108.745
5f4294d20002310000000396,0.031,124.835
5f4294d20002310000000396,0.044,129.828
5f4294d20002310000000396,0.081,124.28
5f4294d20002310000000396,0.149,116.513
5f4294d20002310000000396,0.224,111.149
5f4294d20002310000000396,0.301,107.635
5f4294d20002310000000396,0.386,103.382
5f4294d20002310000000396,0.506,98.203
5f4294d20002310000000396,0.623,94.135
5f4294d20002310000000396,0.759,89.696
5f4294d20002310000000396,0.849,85.997
5f4294d20002310000000396,0.974,81.374
5f4294d20002310000000396,1.09,77.86
5f4294d20002310000000396,1.149,74.716
5f4294d20002310000000396,1.171,78.97
5f4294d20002310000000396,1.202,70.832
5f4294d20002310000000396,1.244,69.168
5f4294d20002310000000396,1.3,68.243
5f4294d20002310000000396,1.326,56.777
5f4294d20002310000000396,1.373,52.523
5f4294d20002310000000396,1.403,40.687
5f4294d20002310000000396,1.447,29.036
5f4294d20002310000000396,1.515,14.425
5f4294d20002310000000396,1.562,6.103
5f4294d20002310000000396,1.597,2.034
5f4294d20002310000000396,1.641,0.0
5f4294d2000231000000037a,0.004,152.778
5f4294d2000231000000037a,0.009,341.425
5f4294d2000231000000037a,0.013,367.995
5f4294d2000231000000037a,0.019,367.995
5f4294d2000231000000037a,0.046,385.93
5f4294d2000231000000037a,0.074,416.486
5f4294d2000231000000037a,0.143,471.618
5f4294d2000231000000037a,0.21,517.452
5f4294d2000231000000037a,0.253,500.845
5f4294d2000231000000037a,0.287,460.326
5f4294d2000231000000037a,0.338,383.273
5f4294d2000231000000037a,0.357,343.418
5f4294d2000231000000037a,0.361,293.599
5f4294d2000231000000037a,0.369,263.043
5f4294d2000231000000037a,0.378,253.744
5f4294d2000231000000037a,0.4,62.44
5f4294d2000231000000037a,0.414,0.0
5f4294d200023100000002ec,0.006,104.068
5f4294d200023100000002ec,0.018,137.928
5f4294d200023100000002ec,0.036,70.707
5f4294d200023100000002ec,0.047,62.242
5f4294d200023100000002ec,0.084,73.694
5f4294d200023100000002ec,0.135,78.176
5f4294d200023100000002ec,0.238,84.151
5f4294d200023100000002ec,0.438,89.628
5f4294d200023100000002ec,0.63,88.135
5f4294d200023100000002ec,0.859,87.139
5f4294d200023100000002ec,1.283,77.18
5f4294d200023100000002ec,1.447,70.707
5f4294d200023100000002ec,1.643,67.719
5f4294d200023100000002ec,1.713,64.234
5f4294d200023100000002ec,1.743,54.275
5f4294d200023100000002ec,1.79,18.424
5f4294d200023100000002ec,1.818,6.473
