motorId,time,thrust
5f4294d20002310000000452,0.498,989.345
5f4294d20002310000000452,0.694,1024.903
5f4294d20002310000000452,0.865,1043.728
5f4294d20002310000000452,0.962,1054.186
5f4294d20002310000000452,1.117,1054.186
5f4294d20002310000000452,1.282,1029.087
5f4294d20002310000000452,1.51,983.071
5f4294d20002310000000452,1.589,960.063
5f4294d20002310000000452,1.688,953.788
5f4294d20002310000000452,1.732,968.429
5f4294d20002310000000452,1.748,1001.895
5f4294d20002310000000452,1.778,957.971
5f4294d20002310000000452,1.802,891.038
5f4294d20002310000000452,1.857,671.416
5f4294d20002310000000452,1.913,447.611
5f4294d20002310000000452,1.97,223.805
5f4294d20002310000000452,2.006,129.682
5f4294d20002310000000452,2.063,46.016
5f4294d20002310000000452,2.097,14.641
5f4294d20002310000000452,2.137,0.0
5f4294d20002310000000451,0.02,50.816
5f4294d20002310000000451,0.032,236.404
5f4294d20002310000000451,0.034,450.714
5f4294d20002310000000451,0.04,1049.456
5f4294d20002310000000451,0.044,810.843
5f4294d20002310000000451,0.048,901.427
5f4294d20002310000000451,0.05,859.449
5f4294d20002310000000451,0.066,848.402
5f4294d20002310000000451,0.158,914.684
5f4294d20002310000000451,0.326,961.081
5f4294d20002310000000451,0.615,1029.571
5f4294d20002310000000451,0.923,1064.922
5f4294d20002310000000451,1.075,1060.503
5f4294d20002310000000451,1.233,1040.618
5f4294d20002310000000451,1.369,994.221
5f4294d20002310000000451,1.407,1018.525
5f4294d20002310000000451,1.483,978.756
5f4294d20002310000000451,1.545,974.337
5f4294d20002310000000451,1.567,985.384
5f4294d20002310000000451,1.591,963.29
5f4294d20002310000000451,1.673,947.824
5f4294d20002310000000451,1.712,952.243
5f4294d20002310000000451,1.76,910.265
5f4294d20002310000000451,1.854,702.583
5f4294d20002310000000451,1.926,444.086
5f4294d20002310000000451,1.978,225.357
5f4294d20002310000000451,2.028,79.538
5f4294d20002310000000451,2.07,24.303
5f4294d20002310000000451,2.118,0.0
5f4294d20002310000000446,0.014,735.02
5f4294d20002310000000446,0.034,989.33
5f4294d20002310000000446,0.073,983.128
5f4294d20002310000000446,0.166,905.594
5f4294d20002310000000446,0.298,840.465
5f4294d20002310000000446,0.501,806.351
5f4294d20002310000000446,0.746,815.655
5f4294d20002310000000446,1.002,824.959
5f4294d20002310000000446,1.193,843.567
5f4294d20002310000000446,1.258,849.77
5f4294d20002310000000446,1.303,831.161
5f4294d20002310000000446,1.348,784.641
5f4294d20002310000000446,1.5,669.891
5f4294d20002310000000446,1.756,437.29
5f4294d20002310000000446,1.951,276.02
5f4294d20002310000000446,2.004,245.007
5f4294d20002310000000446,2.086,210.892
5f4294d20002310000000446,2.142,182.98
5f4294d20002310000000446,2.252,105.446
5f4294d20002310000000446,2.322,74.432
5f4294d20002310000000446,2.443,49.622
5f4294d20002310000000446,2.499,27.912
5f4294d20002310000000446,2.564,0.0
5f4294d20002310000000261,0.015,893.963
5f4294d20002310000000261,0.026,1563.355
5f4294d20002310000000261,0.03,1671.321
5f4294d20002310000000261,0.035,1718.827
5f4294d20002310000000261,0.047,1667.003
5f4294d20002310000000261,0.063,1628.135
5f4294d20002310000000261,0.1,1671.321
5f4294d20002310000000261,0.2,1701.552
5f4294d20002310000000261,0.3,1705.871
5f4294d20002310000000261,0.4,1710.189
5f4294d20002310000000261,0.5,1705.871
5f4294d20002310000000261,0.6,1701.552
5f4294d20002310000000261,0.7,1684.277
5f4294d20002310000000261,0.8,1658.366
5f4294d20002310000000261,0.9,1619.498
5f4294d20002310000000261,1.0,1597.904
5f4294d20002310000000261,1.1,1546.08
5f4294d20002310000000261,1.221,1498.575
5f4294d20002310000000261,1.3,1144.445
5f4294d20002310000000261,1.337,1062.39
5f4294d20002310000000261,1.4,1058.072
5f4294d20002310000000261,1.447,1053.753
5f4294d20002310000000261,1.5,716.898
5f4294d20002310000000261,1.543,578.7
5f4294d20002310000000261,1.6,306.625
5f4294d20002310000000261,1.644,125.241
5f4294d20002310000000261,1.7,0.0
5f4294d20002310000000434,0.023,87.866
5f4294d20002310000000434,0.051,624.477
5f4294d20002310000000434,0.06,701.36
5f4294d20002310000000434,0.079,759.414
5f4294d20002310000000434,0.125,707.636
5f4294d20002310000000434,0.176,682.531
5f4294d20002310000000434,0.269,654.288
5f4294d20002310000000434,0.501,649.581
5f4294d20002310000000434,1.01,644.874
5f4294d20002310000000434,1.265,640.167
5f4294d20002310000000434,1.52,646.443
5f4294d20002310000000434,1.701,643.305
5f4294d20002310000000434,2.035,618.201
5f4294d20002310000000434,2.526,567.991
5f4294d20002310000000434,2.827,539.749
5f4294d20002310000000434,2.943,530.335
5f4294d20002310000000434,2.999,513.075
5f4294d20002310000000434,3.04,442.468
5f4294d20002310000000434,3.115,356.171
5f4294d20002310000000434,3.309,219.665
5f4294d20002310000000434,3.481,91.004
5f4294d20002310000000434,3.546,59.623
5f4294d20002310000000434,3.652,43.933
5f4294d20002310000000434,3.791,37.657
5f4294d20002310000000434,3.967,10.983
5f4294d20002310000000434,4.129,0.0
5f4294d200023100000003d6,0.011,1353.5
5f4294d200023100000003d6,0.028,793.832
5f4294d200023100000003d6,0.186,815.421
5f4294d200023100000003d6,2.578,601.186
5f4294d200023100000003d6,2.689,479.953
5f4294d200023100000003d6,2.855,189.324
5f4294d200023100000003d6,3.086,43.179
5f4294d200023100000003d6,3.451,0.0
5f4294d200023100000003d7,0.01,1979.532
5f4294d200023100000003d7,0.029,1634.503
5f4294d200023100000003d7,0.161,1947.368
5f4294d200023100000003d7,0.321,2190.058
5f4294d200023100000003d7,0.457,2397.661
5f4294d200023100000003d7,0.548,2473.684
5f4294d200023100000003d7,0.678,2383.041
5f4294d200023100000003d7,0.768,2263.158
5f4294d200023100000003d7,0.977,1923.977
5f4294d200023100000003d7,1.027,1883.041
5f4294d200023100000003d7,1.104,859.649
5f4294d200023100000003d7,1.149,87.719
5f4294d200023100000003d7,1.191,0.0
5f4294d200023100000003da,0.053,683.157
5f4294d200023100000003da,0.142,593.64
5f4294d200023100000003da,0.408,697.291
5f4294d200023100000003da,0.893,848.057
5f4294d200023100000003da,1.109,886.926
5f4294d200023100000003da,1.24,882.214
5f4294d200023100000003da,1.362,889.282
5f4294d200023100000003da,2.0,783.274
5f4294d200023100000003da,2.346,706.714
5f4294d200023100000003da,2.439,648.999
5f4294d200023100000003da,2.612,123.675
5f4294d200023100000003da,2.676,36.514
5f4294d200023100000003da,2.754,12.956
5f4294d200023100000003da,2.831,0.0
5f4294d200023100000003c9,0.012,1335.712
5f4294d200023100000003c9,0.016,1505.168
5f4294d200023100000003c9,0.028,1619.8
5f4294d200023100000003c9,0.045,1500.184
5f4294d200023100000003c9,0.081,1393.028
5f4294d200023100000003c9,0.151,1330.728
5f4294d200023100000003c9,0.201,1305.808
5f4294d200023100000003c9,0.399,1280.888
5f4294d200023100000003c9,0.602,1243.508
5f4294d200023100000003c9,0.803,1196.16
5f4294d200023100000003c9,1.001,1143.828
5f4294d200023100000003c9,1.203,1074.052
5f4294d200023100000003c9,1.296,1041.656
5f4294d200023100000003c9,1.384,1031.688
5f4294d200023100000003c9,1.408,1004.276
5f4294d200023100000003c9,1.423,961.912
5f4294d200023100000003c9,1.438,839.804
5f4294d200023100000003c9,1.46,737.632
5f4294d200023100000003c9,1.49,510.86
5f4294d200023100000003c9,1.505,446.068
5f4294d200023100000003c9,1.603,176.932
5f4294d200023100000003c9,1.608,209.328
5f4294d200023100000003c9,1.638,97.188
5f4294d200023100000003c9,1.688,0.0
5f4294d200023100000003b5,0.01,1072.7
5f4294d200023100000003b5,0.02,1043.71
5f4294d200023100000003b5,0.04,974.21
5f4294d200023100000003b5,0.07,1015.94
5f4294d200023100000003b5,0.1,1029.21
5f4294d200023100000003b5,0.14,1040.97
5f4294d200023100000003b5,0.17,1049.51
5f4294d200023100000003b5,0.22,1059.74
5f4294d200023100000003b5,0.25,1064.0
5f4294d200023100000003b5,0.29,1070.18
5f4294d200023100000003b5,0.34,1072.7
5f4294d200023100000003b5,0.39,1072.26
5f4294d200023100000003b5,0.42,1069.8
5f4294d200023100000003b5,0.45,1072.7
5f4294d200023100000003b5,0.49,1069.8
5f4294d200023100000003b5,0.52,1070.18
5f4294d200023100000003b5,0.58,1064.0
5f4294d200023100000003b5,0.64,1059.74
5f4294d200023100000003b5,0.7,1055.3
5f4294d200023100000003b5,0.76,1045.14
5f4294d200023100000003b5,0.81,1035.01
5f4294d200023100000003b5,0.85,1029.21
5f4294d200023100000003b5,0.88,1022.2
5f4294d200023100000003b5,0.91,1017.62
5f4294d200023100000003b5,0.94,1014.72
5f4294d200023100000003b5,0.97,1008.92
5f4294d200023100000003b5,1.0,1003.42
5f4294d200023100000003b5,1.06,985.72
5f4294d200023100000003b5,1.12,965.87
5f4294d200023100000003b5,1.16,950.93
5f4294d200023100000003b5,1.21,936.66
5f4294d200023100000003b5,1.26,919.04
5f4294d200023100000003b5,1.3,903.29
5f4294d200023100000003b5,1.34,890.05
5f4294d200023100000003b5,1.38,876.17
5f4294d200023100000003b5,1.43,861.06
5f4294d200023100000003b5,1.48,846.96
5f4294d200023100000003b5,1.51,719.71
5f4294d200023100000003b5,1.54,619.58
5f4294d200023100000003b5,1.56,510.26
5f4294d200023100000003b5,1.58,415.14
5f4294d200023100000003b5,1.6,295.72
5f4294d200023100000003b5,1.63,181.49
5f4294d200023100000003b5,1.66,66.76
5f4294d200023100000003b5,1.7,0.0
5f4294d200023100000003b6,0.02,624.92
5f4294d200023100000003b6,0.03,1076.6
5f4294d200023100000003b6,0.07,846.73
5f4294d200023100000003b6,0.12,884.56
5f4294d200023100000003b6,0.2,855.46
5f4294d200023100000003b6,0.29,840.91
5f4294d200023100000003b6,0.39,835.09
5f4294d200023100000003b6,0.48,822.58
5f4294d200023100000003b6,0.56,808.6
5f4294d200023100000003b6,0.66,800.62
5f4294d200023100000003b6,0.74,784.64
5f4294d200023100000003b6,0.83,776.66
5f4294d200023100000003b6,0.9,762.68
5f4294d200023100000003b6,0.96,760.68
5f4294d200023100000003b6,1.03,748.71
5f4294d200023100000003b6,1.1,734.32
5f4294d200023100000003b6,1.14,713.24
5f4294d200023100000003b6,1.18,720.75
5f4294d200023100000003b6,1.27,704.78
5f4294d200023100000003b6,1.35,682.82
5f4294d200023100000003b6,1.43,666.85
5f4294d200023100000003b6,1.51,650.87
5f4294d200023100000003b6,1.59,632.91
5f4294d200023100000003b6,1.67,622.92
5f4294d200023100000003b6,1.73,604.95
5f4294d200023100000003b6,1.79,598.96
5f4294d200023100000003b6,1.86,579.0
5f4294d200023100000003b6,1.94,561.03
5f4294d200023100000003b6,1.99,559.03
5f4294d200023100000003b6,2.03,539.07
5f4294d200023100000003b6,2.09,533.08
5f4294d200023100000003b6,2.16,517.11
5f4294d200023100000003b6,2.24,507.12
5f4294d200023100000003b6,2.31,491.15
5f4294d200023100000003b6,2.39,477.18
5f4294d200023100000003b6,2.45,463.2
5f4294d200023100000003b6,2.51,442.28
5f4294d200023100000003b6,2.55,407.36
5f4294d200023100000003b6,2.6,360.81
5f4294d200023100000003b6,2.65,320.07
5f4294d200023100000003b6,2.69,276.42
5f4294d200023100000003b6,2.76,232.78
5f4294d200023100000003b6,2.82,194.95
5f4294d200023100000003b6,2.96,122.21
5f4294d200023100000003b6,3.2,0.0
5f4294d200023100000003bc,0.02,735.227
5f4294d200023100000003bc,0.052,853.409
5f4294d200023100000003bc,0.486,869.318
5f4294d200023100000003bc,0.893,848.864
5f4294d200023100000003bc,1.903,735.227
5f4294d200023100000003bc,2.131,722.727
5f4294d200023100000003bc,2.32,330.682
5f4294d200023100000003bc,2.462,101.136
5f4294d200023100000003bc,2.5,0.0
5f4294d200023100000003a6,0.035,283.061
5f4294d200023100000003a6,0.069,321.706
5f4294d200023100000003a6,0.124,345.797
5f4294d200023100000003a6,0.228,336.763
5f4294d200023100000003a6,0.525,347.302
5f4294d200023100000003a6,0.85,359.348
5f4294d200023100000003a6,1.334,356.336
5f4294d200023100000003a6,1.79,359.348
5f4294d200023100000003a6,2.039,354.329
5f4294d200023100000003a6,2.412,353.325
5f4294d200023100000003a6,2.793,349.812
5f4294d200023100000003a6,3.131,344.291
5f4294d200023100000003a6,3.774,323.714
5f4294d200023100000003a6,4.652,278.545
5f4294d200023100000003a6,5.281,230.866
5f4294d200023100000003a6,5.571,206.775
5f4294d200023100000003a6,5.993,166.625
5f4294d200023100000003a6,6.325,137.516
5f4294d200023100000003a6,6.615,102.384
5f4294d200023100000003a6,7.085,55.207
5f4294d200023100000003a6,7.362,35.634
5f4294d200023100000003a6,7.694,20.577
5f4294d200023100000003a6,8.129,9.536
5f4294d200023100000003a6,8.502,2.509
5f4294d200023100000003a6,8.979,0.0
5f4294d200023100000003a9,0.01,885.714
5f4294d200023100000003a9,0.011,1006.015
5f4294d200023100000003a9,0.021,1115.789
5f4294d200023100000003a9,0.035,1087.218
5f4294d200023100000003a9,0.053,963.91
5f4294d200023100000003a9,0.061,957.895
5f4294d200023100000003a9,0.094,975.94
5f4294d200023100000003a9,0.183,998.496
5f4294d200023100000003a9,0.321,1022.556
5f4294d200023100000003a9,0.394,1037.594
5f4294d200023100000003a9,0.515,1046.617
5f4294d200023100000003a9,0.626,1046.617
5f4294d200023100000003a9,0.769,1033.083
5f4294d200023100000003a9,0.929,1013.534
5f4294d200023100000003a9,1.089,981.955
5f4294d200023100000003a9,1.24,942.857
5f4294d200023100000003a9,1.343,912.782
5f4294d200023100000003a9,1.426,894.737
5f4294d200023100000003a9,1.474,881.203
5f4294d200023100000003a9,1.533,875.188
5f4294d200023100000003a9,1.575,873.684
5f4294d200023100000003a9,1.596,845.113
5f4294d200023100000003a9,1.606,800.0
5f4294d200023100000003a9,1.642,615.038
5f4294d200023100000003a9,1.661,479.699
5f4294d200023100000003a9,1.683,320.301
5f4294d200023100000003a9,1.703,200.0
5f4294d200023100000003a9,1.735,76.692
5f4294d200023100000003a9,1.753,45.113
5f4294d200023100000003a9,1.776,22.556
5f4294d200023100000003a9,1.797,0.0
5f4294d200023100000003af,0.007,1574.366
5f4294d200023100000003af,0.012,1038.184
5f4294d200023100000003af,0.017,1476.101
5f4294d200023100000003af,0.024,1083.044
5f4294d200023100000003af,0.029,1365.02
5f4294d200023100000003af,0.034,1117.223
5f4294d200023100000003af,0.041,1266.756
5f4294d200023100000003af,0.046,1162.083
5f4294d200023100000003af,0.049,1226.168
5f4294d200023100000003af,0.069,1159.947
5f4294d200023100000003af,0.107,1130.04
5f4294d200023100000003af,0.151,1108.678
5f4294d200023100000003af,0.21,1100.134
5f4294d200023100000003af,0.274,1102.27
5f4294d200023100000003af,0.332,1102.27
5f4294d200023100000003af,0.432,1115.087
5f4294d200023100000003af,0.523,1119.359
5f4294d200023100000003af,0.611,1132.176
5f4294d200023100000003af,0.674,1140.721
5f4294d200023100000003af,0.766,1149.266
5f4294d200023100000003af,0.881,1159.947
5f4294d200023100000003af,0.979,1179.172
5f4294d200023100000003af,1.141,1191.989
5f4294d200023100000003af,1.257,1189.853
5f4294d200023100000003af,1.379,1191.989
5f4294d200023100000003af,1.504,1202.67
5f4294d200023100000003af,1.599,1211.215
5f4294d200023100000003af,1.67,1232.577
5f4294d200023100000003af,1.744,1249.666
5f4294d200023100000003af,1.772,1226.168
5f4294d200023100000003af,1.802,1155.674
5f4294d200023100000003af,1.841,993.324
5f4294d200023100000003af,1.888,736.983
5f4294d200023100000003af,1.944,455.007
5f4294d200023100000003af,2.002,267.023
5f4294d200023100000003af,2.065,128.171
5f4294d200023100000003af,2.11,68.358
5f4294d200023100000003af,2.149,34.179
5f4294d200023100000003af,2.198,0.0
5f4294d20002310000000382,0.027,886.971
5f4294d20002310000000382,0.036,1115.263
5f4294d20002310000000382,0.054,1268.705
5f4294d20002310000000382,0.135,1279.933
5f4294d20002310000000382,0.197,1313.615
5f4294d20002310000000382,0.292,1317.357
5f4294d20002310000000382,0.422,1343.555
5f4294d20002310000000382,0.444,1302.387
5f4294d20002310000000382,0.489,1336.07
5f4294d20002310000000382,0.552,452.842
5f4294d20002310000000382,0.574,396.704
5f4294d20002310000000382,0.718,452.842
5f4294d20002310000000382,0.794,460.327
5f4294d20002310000000382,0.902,437.872
5f4294d20002310000000382,0.992,411.674
5f4294d20002310000000382,1.189,404.189
5f4294d20002310000000382,1.4,366.764
5f4294d20002310000000382,1.575,381.734
5f4294d20002310000000382,1.791,370.507
5f4294d20002310000000382,4.0,366.764
5f4294d20002310000000382,4.165,344.309
5f4294d20002310000000382,4.29,239.52
5f4294d20002310000000382,4.398,239.52
5f4294d20002310000000382,4.537,183.382
5f4294d20002310000000382,4.645,183.382
5f4294d20002310000000382,4.761,93.562
5f4294d20002310000000382,5.0,93.562
5f4294d20002310000000382,5.2,63.622
5f4294d20002310000000382,5.4,44.91
5f4294d20002310000000382,5.6,33.682
5f4294d20002310000000382,5.8,0.0
5f4294d20002310000000383,0.03,535.684
5f4294d20002310000000383,0.045,860.341
5f4294d20002310000000383,0.057,915.996
5f4294d20002310000000383,0.098,830.194
5f4294d20002310000000383,0.159,832.513
5f4294d20002310000000383,0.246,795.409
5f4294d20002310000000383,0.307,811.642
5f4294d20002310000000383,0.398,793.09
5f4294d20002310000000383,0.492,809.323
5f4294d20002310000000383,0.557,823.237
5f4294d20002310000000383,0.621,811.642
5f4294d20002310000000383,0.689,779.176
5f4294d20002310000000383,0.735,795.409
5f4294d20002310000000383,0.845,767.581
5f4294d20002310000000383,0.989,718.883
5f4294d20002310000000383,1.091,707.288
5f4294d20002310000000383,1.25,684.098
5f4294d20002310000000383,1.307,667.865
5f4294d20002310000000383,1.5,653.952
5f4294d20002310000000383,1.606,656.271
5f4294d20002310000000383,1.742,651.633
5f4294d20002310000000383,1.909,628.443
5f4294d20002310000000383,2.0,605.253
5f4294d20002310000000383,2.25,586.701
5f4294d20002310000000383,2.5,565.83
5f4294d20002310000000383,2.75,547.279
5f4294d20002310000000383,2.886,544.96
5f4294d20002310000000383,3.0,524.089
5f4294d20002310000000383,3.064,491.623
5f4294d20002310000000383,3.144,417.416
5f4294d20002310000000383,3.25,394.226
5f4294d20002310000000383,3.292,338.571
5f4294d20002310000000383,3.451,271.32
5f4294d20002310000000383,3.5,231.898
5f4294d20002310000000383,3.625,178.561
5f4294d20002310000000383,3.7,143.777
5f4294d20002310000000383,3.871,132.182
5f4294d20002310000000383,4.0,88.121
5f4294d20002310000000383,4.133,41.742
5f4294d20002310000000383,4.246,23.19
5f4294d20002310000000383,4.5,18.552
5f4294d20002310000000383,4.8,0.0
5f4294d2000231000000037e,0.042,325.731
5f4294d2000231000000037e,0.101,430.409
5f4294d2000231000000037e,0.422,422.807
5f4294d2000231000000037e,0.773,426.901
5f4294d2000231000000037e,1.178,429.825
5f4294d2000231000000037e,1.517,425.731
5f4294d2000231000000037e,2.011,413.45
5f4294d2000231000000037e,3.195,356.725
5f4294d2000231000000037e,4.51,289.474
5f4294d2000231000000037e,6.015,174.269
5f4294d2000231000000037e,6.997,91.228
5f4294d2000231000000037e,7.366,66.667
5f4294d2000231000000037e,7.902,43.275
5f4294d2000231000000037e,8.479,25.731
5f4294d2000231000000037e,8.687,0.0
5f4294d2000231000000037c,0.014,359.164
5f4294d2000231000000037c,0.102,475.4
5f4294d2000231000000037c,1.193,444.649
5f4294d2000231000000037c,2.807,384.994
5f4294d2000231000000037c,3.364,370.234
5f4294d2000231000000037c,3.599,363.469
5f4294d2000231000000037c,3.693,329.028
5f4294d2000231000000037c,3.859,169.742
5f4294d2000231000000037c,3.967,57.196
5f4294d2000231000000037c,4.017,0.0
5f4294d2000231000000037d,0.027,160.187
5f4294d2000231000000037d,0.08,242.037
5f4294d2000231000000037d,0.321,260.656
5f4294d2000231000000037d,0.455,259.602
5f4294d2000231000000037d,0.957,270.492
5f4294d2000231000000037d,1.593,272.248
5f4294d2000231000000037d,2.102,265.222
5f4294d2000231000000037d,2.564,254.333
5f4294d2000231000000037d,2.925,239.578
5f4294d2000231000000037d,3.956,190.047
5f4294d2000231000000037d,5.301,138.759
5f4294d2000231000000037d,7.617,67.799
5f4294d2000231000000037d,9.19,25.644
5f4294d2000231000000037d,9.572,15.808
5f4294d2000231000000037d,9.679,0.0
5f4294d20002310000000372,0.013,445.79
5f4294d20002310000000372,0.024,376.662
5f4294d20002310000000372,0.083,559.232
5f4294d20002310000000372,0.121,584.047
5f4294d20002310000000372,0.316,573.412
5f4294d20002310000000372,0.727,569.867
5f4294d20002310000000372,1.116,553.914
5f4294d20002310000000372,1.875,522.009
5f4294d20002310000000372,1.893,593.796
5f4294d20002310000000372,1.944,519.35
5f4294d20002310000000372,2.658,479.468
5f4294d20002310000000372,3.063,473.264
5f4294d20002310000000372,3.358,444.018
5f4294d20002310000000372,3.618,448.449
5f4294d20002310000000372,3.894,240.177
5f4294d20002310000000372,4.055,31.019
5f4294d20002310000000372,4.066,0.0
5f4294d200023100000002d6,0.014,164.444
5f4294d200023100000002d6,0.025,676.277
5f4294d200023100000002d6,0.034,791.388
5f4294d200023100000002d6,0.059,781.111
5f4294d200023100000002d6,0.074,674.222
5f4294d200023100000002d6,0.102,705.055
5f4294d200023100000002d6,0.212,713.277
5f4294d200023100000002d6,0.696,715.333
5f4294d200023100000002d6,0.974,721.5
5f4294d200023100000002d6,1.143,709.166
5f4294d200023100000002d6,1.489,680.389
5f4294d200023100000002d6,2.055,629.0
5f4294d200023100000002d6,2.284,612.555
5f4294d200023100000002d6,2.318,587.889
5f4294d200023100000002d6,2.355,518.0
5f4294d200023100000002d6,2.389,427.555
5f4294d200023100000002d6,2.417,382.333
5f4294d200023100000002d6,2.471,349.444
5f4294d200023100000002d6,2.51,265.167
5f4294d200023100000002d6,2.57,127.444
5f4294d200023100000002d6,2.598,76.056
5f4294d200023100000002d6,2.646,49.333
5f4294d200023100000002d6,2.816,0.0
5f4294d200023100000002d5,0.008,15.972
5f4294d200023100000002d5,0.016,511.106
5f4294d200023100000002d5,0.017,1014.226
5f4294d200023100000002d5,0.039,892.439
5f4294d200023100000002d5,0.065,936.362
5f4294d200023100000002d5,0.094,942.352
5f4294d200023100000002d5,0.153,916.397
5f4294d200023100000002d5,0.205,906.415
5f4294d200023100000002d5,0.294,914.401
5f4294d200023100000002d5,0.455,900.425
5f4294d200023100000002d5,0.718,896.432
5f4294d200023100000002d5,1.016,886.45
5f4294d200023100000002d5,1.38,858.498
5f4294d200023100000002d5,1.799,818.568
5f4294d200023100000002d5,1.913,804.593
5f4294d200023100000002d5,2.072,798.603
5f4294d200023100000002d5,2.225,788.621
5f4294d200023100000002d5,2.272,758.673
5f4294d200023100000002d5,2.34,606.938
5f4294d200023100000002d5,2.379,561.019
5f4294d200023100000002d5,2.412,495.134
5f4294d200023100000002d5,2.558,211.63
5f4294d200023100000002d5,2.628,141.752
5f4294d200023100000002d5,2.711,77.864
5f4294d200023100000002d5,2.756,0.0
5f4294d2000231000000027a,0.12,534.0
5f4294d2000231000000027a,0.18,658.6
5f4294d2000231000000027a,0.2,725.35
5f4294d2000231000000027a,0.24,747.6
5f4294d2000231000000027a,0.28,747.6
5f4294d2000231000000027a,0.4,783.2
5f4294d2000231000000027a,0.65,788.215
5f4294d2000231000000027a,1.0,787.65
5f4294d2000231000000027a,1.65,769.85
5f4294d2000231000000027a,2.0,729.8
5f4294d2000231000000027a,2.1,712.0
5f4294d2000231000000027a,2.2,645.25
5f4294d2000231000000027a,2.38,115.7
5f4294d2000231000000027a,2.41,0.0
5f4294d200023100000002c6,0.01,600.0
5f4294d200023100000002c6,0.02,1400.0
5f4294d200023100000002c6,0.03,1610.0
5f4294d200023100000002c6,0.05,1360.0
5f4294d200023100000002c6,0.07,1410.0
5f4294d200023100000002c6,0.1,1440.0
5f4294d200023100000002c6,0.15,1470.0
5f4294d200023100000002c6,0.2,1480.0
5f4294d200023100000002c6,0.4,1480.0
5f4294d200023100000002c6,0.8,1395.0
5f4294d200023100000002c6,1.28,1185.0
5f4294d200023100000002c6,1.36,985.0
5f4294d200023100000002c6,1.4,680.0
5f4294d200023100000002c6,1.45,570.0
5f4294d200023100000002c6,1.5,210.0
5f4294d200023100000002c6,1.6,60.0
5f4294d200023100000002c6,1.7,0.0
5f4294d200023100000002b7,0.01,400.0
5f4294d200023100000002b7,0.015,600.0
5f4294d200023100000002b7,0.02,1200.0
5f4294d200023100000002b7,0.05,620.0
5f4294d200023100000002b7,0.07,720.0
5f4294d200023100000002b7,0.1,825.0
5f4294d200023100000002b7,0.3,910.0
5f4294d200023100000002b7,1.0,945.0
5f4294d200023100000002b7,1.5,970.0
5f4294d200023100000002b7,1.8,970.0
5f4294d200023100000002b7,2.12,930.0
5f4294d200023100000002b7,2.3,650.0
5f4294d200023100000002b7,2.43,640.0
5f4294d200023100000002b7,2.58,300.0
5f4294d200023100000002b7,2.7,150.0
5f4294d200023100000002b7,2.85,0.0
5f4294d200023100000002b6,0.01,10.0
5f4294d200023100000002b6,0.02,154.0
5f4294d200023100000002b6,0.025,930.0
5f4294d200023100000002b6,0.04,850.0
5f4294d200023100000002b6,0.05,800.0
5f4294d200023100000002b6,0.07,680.0
5f4294d200023100000002b6,0.1,700.0
5f4294d200023100000002b6,0.2,750.0
5f4294d200023100000002b6,0.3,780.0
5f4294d200023100000002b6,0.5,795.0
5f4294d200023100000002b6,1.0,808.0
5f4294d200023100000002b6,1.5,795.0
5f4294d200023100000002b6,1.9,751.0
5f4294d200023100000002b6,2.26,700.0
5f4294d200023100000002b6,2.43,450.0
5f4294d200023100000002b6,2.6,440.0
5f4294d200023100000002b6,2.68,400.0
5f4294d200023100000002b6,2.96,40.0
5f4294d200023100000002b6,3.09,0.0
5f4294d200023100000002aa,0.01,10.0
5f4294d200023100000002aa,0.02,250.0
5f4294d200023100000002aa,0.028,550.0
5f4294d200023100000002aa,0.035,710.0
5f4294d200023100000002aa,0.06,540.0
5f4294d200023100000002aa,0.065,530.0
5f4294d200023100000002aa,0.1,560.0
5f4294d200023100000002aa,0.25,600.0
5f4294d200023100000002aa,0.5,612.0
5f4294d200023100000002aa,0.75,612.0
5f4294d200023100000002aa,1.1,602.0
5f4294d200023100000002aa,1.5,578.0
5f4294d200023100000002aa,2.0,531.0
5f4294d200023100000002aa,2.6,460.0
5f4294d200023100000002aa,2.78,458.0
5f4294d200023100000002aa,2.85,450.0
5f4294d200023100000002aa,2.95,300.0
5f4294d200023100000002aa,3.03,200.0
5f4294d200023100000002aa,3.18,40.0
5f4294d200023100000002aa,3.35,0.0
5f4294d200023100000002a4,0.01,300.0
5f4294d200023100000002a4,0.02,745.0
5f4294d200023100000002a4,0.035,650.0
5f4294d200023100000002a4,0.06,560.0
5f4294d200023100000002a4,0.12,635.0
5f4294d200023100000002a4,0.21,670.0
5f4294d200023100000002a4,0.4,695.0
5f4294d200023100000002a4,0.7,700.0
5f4294d200023100000002a4,1.0,690.0
5f4294d200023100000002a4,1.35,665.0
5f4294d200023100000002a4,1.7,630.0
5f4294d200023100000002a4,2.05,585.0
5f4294d200023100000002a4,2.19,590.0
5f4294d200023100000002a4,2.24,500.0
5f4294d200023100000002a4,2.3,350.0
5f4294d200023100000002a4,2.4,205.0
5f4294d200023100000002a4,2.5,60.0
5f4294d200023100000002a4,2.6,15.0
5f4294d200023100000002a4,2.7,0.0
5f4294d20002310000000293,0.01,800.0
5f4294d20002310000000293,0.02,1400.0
5f4294d20002310000000293,0.029,1720.0
5f4294d20002310000000293,0.04,960.0
5f4294d20002310000000293,0.1,1050.0
5f4294d20002310000000293,0.2,1060.0
5f4294d20002310000000293,0.4,1040.0
5f4294d20002310000000293,0.6,1030.0
5f4294d20002310000000293,1.0,1020.0
5f4294d20002310000000293,1.5,980.0
5f4294d20002310000000293,2.0,880.0
